id,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/title,http://dbpedia.org/ontology/episodeNumber,entityUrl,http://dbpedia.org/ontology/releaseDate,https://www.scads.de/movieBenchmark/ontology/job,https://www.scads.de/movieBenchmark/ontology/name,https://www.scads.de/movieBenchmark/ontology/status,https://www.scads.de/movieBenchmark/ontology/company_type
3383,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6000069directors0,,directors,Cherie Nolan,,
3384,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19680directors0,,directors,Gary Fleder,,
3385,3," When Maya insists that it’s time to meet Izzy, a reluctant JJ arranges a game night for his family and new girlfriend. Ray tries to help on the big night, but his attention to detail puts a major crimp in JJ’s evening. Meanwhile, Dylan and Kenneth let their appetites get the better of them.",G-A-- GAME N-I-- NIGHT,15,https://www.scads.de/movieBenchmark/resource/TVDB/episode7023435,2019-02-22,,,,
3386,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7133180guestStars6,,guestStars,Ola Forssmed,,
3387,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186525dir0,,director,Robert B. Weide,,
3388,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14129guestStars3,,guestStars,Martin Landau,,
3389,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6994203guestStars8,,guestStars,Nicolas Noblitt,,
3390,1,"Sewer inspector, disaster cleanup crew member (basement sewer), demolition worker (office building interior) ",Sewer Inspector,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode300448,2005-08-02,,,,
3391,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186500guestStars0,,guestStars,Clement E. Blake,,
3392,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186502guestStars5,,guestStars,Robert E. Collier,,
3393,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/company340065network-787338382,,,Netflix,,network
3394,1,"'A small group of local criminals, with mafia connections, were making vast fortunes in the famous NSW Riverina irrigation district from marijuana plantations. Corrupt police and a vast bribery network had kept the drug barons immune from prosecution until Donald Mackay's campaign finally led to raids by the State drug squad and several local marijuana growers were arrested and fined.During their trial the police informant was named publicly as Donald Mackay. Infuriated by the loss of more than $40 million, the leaders of the Griffith mafia, including the notorious Robert Aussie Bob Trimbole, put out a contract for Mackay's murder. Trimbole was shot in the car park of a Griffith hotel on a Friday night in July, 1977. The murder scene was awash with his blood and evidence showed he was shot a number of times from behind and his body then dumped into a car boot and driven away. Intensive investigations by police and even a Royal Commission have failed to locate it.  ",The Disappearance of Donald Mackay,13,https://www.scads.de/movieBenchmark/resource/TVDB/episode357868,2005-08-01,,,,
3395,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode377475guestStars3,,guestStars,Paul Boocock,,
3396,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6973002directors0,,directors,Nic Pizzolatto,,
3397,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19624guestStars1,,guestStars,Chris Noth,,
3398,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5262146writers1,,writers,Scott Lasser,,
3399,2,"After Nero turns down a request for help, the man is murdered. More troubling than that is that now Wolf is the one being threatened. In order to buy some time Nero hires a body double, but will that be enough to keep him safe until he finds the killer?","Help Wanted, Male",12,https://www.scads.de/movieBenchmark/resource/TVDB/episode298423,2002-06-30,,,,
3400,3,Baz and his fearless mother Nancy are joined by three other mammies to take on some of the world's most death-defying stunts and challenges.,Costa Rica,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode5766559,2016-09-26,,,,
3401,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6277745directors0,,directors,Akiyuki Shinbo,,
3402,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1708631directors0,,directors,Rudolf Jugert,,
3403,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4567741guestStars1,,guestStars,Andy Samberg,,
3404,2,,Adam San,29,https://www.scads.de/movieBenchmark/resource/TVDB/episode14173,1961-05-08,,,,
3405,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19658guestStars3,,guestStars,Tom Quinn,,
3406,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186509guestStars9,,guestStars,Saki Miata,,
3407,5,Frank gets his first case as a primary-- unfortunately it is a case that involves the shooting of Danver's fiancée. Danvers is concerned about Frank being the primary and keeps throwing his opinions into the investigation. Danvers changes his perspective on the death penalty and also reflects on his past performance in many of the cases he's tried. Brodie continues to look for housing; the latest place he tried staying was the morgue. Kellerman is discouraged when it appears as though Cox may have only been looking for a one-night stand and nothing more-- so he takes a sick day. Gee takes some time out of his day to have a talk with Kellerman's former partners to see where they stand with him in regard to their testimonies to the grand jury. He also sees the Deputy Commissioner to see what can be done for Kellerman; what he learns instead are some truths about the Gaffney promotion.,Blood Wedding,10,https://www.scads.de/movieBenchmark/resource/TVDB/episode19661,1996-12-13,,,,
3408,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14190guestStars1,,guestStars,Forrest Lewis,,
3409,1,"Jihu finds out Jandi’s whereabouts. He expects Junpyo to come with him, but Junpyo disappoints Jihoo again by refusing to go. Jandi arrives at the fishing village, but people expect her as the fiancé of the heir of Shinhwa Group. When it reveals as false, Jihu suddenly appears in front of her and settles the situation. Jihu declares his feeling for Jandi that he suppressed for long time and Junpyo looks at them from far back.. and suddenly!",Episode 24,24,https://www.scads.de/movieBenchmark/resource/TVDB/episode699471,2009-03-30,,,,
3410,1,,,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode1186621,1980-05-08,,,,
3411,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6847480guestStars0,,guestStars,Joey Luthman,,
3412,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4892810dir0,,director,Nick Wood,,
3413,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14132dir0,,director,James Nielson,,
3414,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode117807guestStars5,,guestStars,Jayne Eastwood,,
3415,1,"Monty is surprised that his mum doesn't find her job exciting, and wonders if things become dull if they you do them every day.",Car Trip,64,https://www.scads.de/movieBenchmark/resource/TVDB/episode6358750,2017-10-19,,,,
3416,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186518guestStars2,,guestStars,Paul Reiser,,
3417,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4741192directors0,,directors,John Coles,,
3418,,'Unbeatable Banzuke is a ''crazy'' Japanese game show. It comprises of 20 challenging obstacle courses varying from doing hand stands to riding bikes.,Unbeatable Banzuke,,https://www.scads.de/movieBenchmark/resource/TVDB/tvSeries232641,2008-02-03,,,Ended,
3419,6,The Shepherds push Claire on a Supreme Court nomination. Doug works to find a new path for himself. Claire consults with Jane on Syria.,Chapter 68,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode6564865,2018-11-02,,,,
3420,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person517390,,actor,Saori Hayami,,
3421,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4481713writers0,,writers,Kate Barnow,,
3422,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19642writers2,,writers,Henry Bromell,,
3423,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19675guestStars15,,guestStars,Brian Tarantia,,
3424,,"Many people are falling prey to a suspicious new religion. Lupin III infiltrates this group, hoping to steal the treasure their leader keeps hidden. There Lupin lays eyes on the beautiful, bewitching, woman who has the cult leader enthralled. This is the story of how fashionable female thief Fujiko Mine first met Lupin III, the greatest thief of their generation.",Lupin the Third: The Woman Called Fujiko Mine,,https://www.scads.de/movieBenchmark/resource/TVDB/tvSeries257875,2012-04-04,,,Ended,
3425,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19660guestStars6,,guestStars,Parvene Farhoody,,
3426,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14174guestStars1,,guestStars,Susan Oliver,,
3427,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode81675guestStars2,,guestStars,James Urbaniak,,
3428,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19606directors1,,directors,Tom Fontana,,
3429,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1130891directors0,,directors,Chris Martin-Jones,,
3430,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14115guestStars6,,guestStars,Hazel Court,,
3431,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19692guestStars3,,guestStars,Dori Legg,,
3432,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186530guestStars10,,guestStars,Mark Griffin,,
3433,1,Monty is struggling to make a huge gift for Jimmy Jones and starts to wonder if the best things might come in small packages.,Big and Small,45,https://www.scads.de/movieBenchmark/resource/TVDB/episode6070037,2017-05-05,,,,
3434,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14147guestStars3,,guestStars,Mike Kellin,,
3435,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186532directors1,,directors,Larry David,,
3436,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode342737directors0,,directors,Stefan Schwartz,,
3437,2,"A model frames Archie for the murder of a delivery boy, who was supposed to bring him Wolf's specially picked corn, and Archie doesn't have an alibi. Who killed the delivery boy and why?",Murder is Corny,5,https://www.scads.de/movieBenchmark/resource/TVDB/episode295434,2002-05-05,,,,
3438,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7081251guestStars4,,guestStars,Kelsey Fowler,,
3439,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14202guestStars0,,guestStars,Ray Walston,,
3440,1,"As Goemon tries to look after Fujiko, Oscar disguises himself as Fujiko and frames her for various perfect crimes in an attempt to gain Zenigata's favour. ",Feast of Fools,11,https://www.scads.de/movieBenchmark/resource/TVDB/episode4305570,2012-06-13,,,,
3441,1,,Like A Pierrot ~ Seesaw 60 ~ Daruma 7,9,https://www.scads.de/movieBenchmark/resource/TVDB/episode4699162,2008-02-03,,,,
3442,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7094261guestStars11,,guestStars,Eliza Shin,,
3443,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6972998dir0,,director,Jeremy Saulnier,,
3444,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person477485,,actor,Bjarte Ylvisåker,,
3445,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4141354guestStars0,,guestStars,Michael Cera,,
3446,1,The Tiki is chartered to search for poet Francois Villon's legendary island hideaway. But one passenger seems to have more than a historical interest in the place.,There Is An Island,22,https://www.scads.de/movieBenchmark/resource/TVDB/episode14136,1960-03-14,,,,
3447,0,"'Nero Wolfe is consulted by a boy, a street kid named Peter Drossos, who makes a profession out of wiping the windshields of parked cars with a rag. While wiping one car in particular, he sees a woman wearing golden spider earrings mouth ''''Help, get a cop''''",The Golden Spiders,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode373860,2000-03-05,,,,
3448,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7007625guestStars5,,guestStars,Rozalun Browne,,
3449,3,"Pembleton receives an extradited prisoner from New York City Detective Logan. Bayliss is put in charge of investigating the death of Gordon Pratt, but gets no cooperation from anyone on the force. Beau wants to return to active duty. A woman recognizes Munch from an old picture that is hanging in an art gallery across from the precinct. To Munch's embarassment he discovers that an old girlfriend, who's a photographer, is displaying an old picture of him in the buff at her gallery showing. Pembleton and Meldrick investigate a random shooting of a woman, and they clash over where the weapon may have been fired. They also find a woman who's shot her boyfriend and stuffed him in the freezer. Beau accompanies Gee on an investigation and must come to grips with his inability to look at a dead body the same way.",Law and Disorder,15,https://www.scads.de/movieBenchmark/resource/TVDB/episode19624,1995-02-24,,,,
3450,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14115directors0,,directors,Paul Stanley,,
3451,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19642guestStars1,,guestStars,Donald Neal,,
3452,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1708511writers0,,writers,Herbert Reinecker,,
3453,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person539552,,actor,Lee Ha-Na,,
3454,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186497directors0,,directors,Robert B. Weide,,
3455,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6847480dir0,,director,Tristam Shapeero,,
3456,,"'''Once and Again'' focuses on the relationship between a divorced man, Rick Sammler (Bill Campbell) and a soon to be divorced woman, Lilly Manning (Sela Ward). Both have kids and between the struggles of being a single parent and careers they often find it difficult to spend time together. The show is unique in letting the viewer into the character's minds through brief ''interviews'' mixed throughout the episode.",Once and Again,,https://www.scads.de/movieBenchmark/resource/TVDB/tvSeries72012,2000-11-28,,,Ended,
3457,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode255690directors0,,directors,Nick Wood,,
3458,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4111630directors0,,directors,Sarah Pia Anderson,,
3459,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4134673writers2,,writers,David Mandel,,
3460,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19676guestStars3,,guestStars,Marc John Jefferies,,
3461,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186527guestStars9,,guestStars,Pat LaBorde,,
3462,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7133180guestStars1,,guestStars,Claes Malmberg,,
3463,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4592334guestStars7,,guestStars,Kelsey Scott,,
3464,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14165dir0,,director,Robert Florey,,
3465,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6994203guestStars3,,guestStars,Shalaby Omar,,
3466,,"'''Star Blazers'' is an American animated television series adaptation of the popular Japanese anime series ''Space Battleship Yamato.'' In the year 2199, a starship must make a dangerous voyage to the distant planet Iscandar and back to save Earth from an alien invasion. The show consists of three television seasons. Each an English-language adaption of its Japanese counterpart ''Space Battleship Yamato''. Star Blazers was first broadcast in the United States in 1979. It was the first popular English-translated anime that had a story arc that required the episodes to be shown in order. It dealt with somewhat more mature themes than other productions aimed at the same target audience of that time. As a result, it paved the way for future ''arc-based, plot-driven anime translations.",Star Blazers,,https://www.scads.de/movieBenchmark/resource/TVDB/tvSeries77773,1977-10-01,,,Ended,
3467,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6453691guestStars3,,guestStars,Curran Walters,,
3468,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5325617dir1,,director,Tomoyuki Itamura,,
3469,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186502guestStars0,,guestStars,Ted Harbert,,
3470,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person3709,,actor,Zeljko Ivanek,,
3471,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5937317dir0,,director,Alik Sakharov,,
3472,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode421105guestStars1,,guestStars,Tania Nolan,,
3473,1,"'In February 1986, nurse Anita Cobby, a former entrant in the Miss Australia quest, is walking home from Blacktown station in Sydney's outer-western suburbs. A Holden sedan pulls up and Anita is dragged into the vehicle. She is taken to a lonely spot where five young men take turns to bash and rape her. Finally her throat is cut, almost severing her head, and her body is left in a paddock.The five men are later caught and convicted of these despicable crimes and sent to jail for life, their papers are marked ''never to be released''. But something positive will come out of this appalling and deeply disturbing story, as Anita's grieving parents begin a support group for the families of murder victims, offering comfort and mutual help for more than 1000 loved ones of homicide victims.",The Anita Cobby Murder,8,https://www.scads.de/movieBenchmark/resource/TVDB/episode357863,2005-08-01,,,,
3474,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6412708directors0,,directors,Erin O'Malley,,
3475,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6770323guestStars6,,guestStars,Abigail Marlowe,,
3476,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person235291,,actor,Jana Brejchová,,
3477,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19633writers0,,writers,Jorge Zamacona,,
3478,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person1141,,actor,Kath Soucie,,
3479,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6770323guestStars18,,guestStars,Vinta Morgan,,
3480,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186509guestStars4,,guestStars,Joey Daniels,,
3481,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5356174writers1,,writers,Akiyuki Shimbou,,
3482,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14131guestStars1,,guestStars,Frank Overton,,
3483,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5229917dir0,,director,Justin Lin,,
3484,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode311957guestStars2,,guestStars,Stephen Colbert,,
3485,1,"After Koyomi Araragi and Hitagi Senjyogahara discover that the girl they met in the park, Mayoi Hachikuji, is trying to get to her mother's house, they offer to walk along with her. However, they keep getting incredibly lost.",Mayoi Snail - Part 2,4,https://www.scads.de/movieBenchmark/resource/TVDB/episode908301,2009-07-24,,,,
3486,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295435guestStars2,,guestStars,Griffin Dunne,,
3487,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode117807guestStars0,,guestStars,John Stocker,,
3488,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode312640guestStars0,,guestStars,Lance Burton,,
3489,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode311960directors0,,directors,Christopher McCulloch as Jackson Publick,,
3490,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5923140writers0,,writers,Shana Goldberg-Meehan,,
3491,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person25989,,actor,Marc Donato,,
3492,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19675guestStars10,,guestStars,Collins Harris,,
3493,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186511guestStars7,,guestStars,Julie Payne,,
3494,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19660guestStars1,,guestStars,Michael Gaston,,
3495,3,"Kang Kwon Joo is still recovering from the explosion that severely injured her. Do Kang Woo is missing even when the police have been searching for him for eight months. Out of the blue, the Golden Time Team gets a phone call from the Consulate of Korea in Osaka about Kang Woo’s police ID in a crime scene. Kwon Joo and the dispatch team members fly over to Japan in a hurry. (Source: Viu)",The Third Golden Time!,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode6832529,2019-05-11,,,,
3496,1,How does a community form? How does it survive and adapt to change? The role myths and legends have played in establishing the rules of society and the punishments for those who break them.,Change & Revolution,5,https://www.scads.de/movieBenchmark/resource/TVDB/episode6478014,2017-12-23,,,,
3497,2,"Holding an icebox dripping with blood, Bang Je Soo turns himself in at the police station. Kang Woo suspects Bang Je Soo’s ulterior motive but has no choice to let him enter the station. As expected, Bang Je Soo’s plan is executed leaving behind severally injured detectives as he walks out of the station as calmly as he had walked in. The final battle between Dr. Fabre and the Golden Time Team unfolds.",Era of Hate: For the Golden Time Team!,12,https://www.scads.de/movieBenchmark/resource/TVDB/episode6786802,2018-09-16,,,,
3498,3,,Episode 6,6,https://www.scads.de/movieBenchmark/resource/TVDB/episode7077481,2019-04-05,,,,
3499,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14115guestStars1,,guestStars,Leo C. Richmond,,
3500,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19694guestStars3,,guestStars,Ann Guilford-Grey,,
3501,3,"Fully transformed into an aparition, Nadeko confronts Shinobu and a battered Koyomi who attack with the intention of killing her, and envious of their relationship, she stabs Koyomi's heart. The story then retrocedes to some days before, in Halloween, when Nadeko, on her way to school has a short encounter with Ougi Oshino, Meme Oshino's nephew, who is also a first year student Koyomi's high school. For some reason, Ougi claims that it is about time for Nadeko to stop always playing the victim before she leaves. At her school, Nadeko starts having visions of white snakes and calls Koyomi for advice, and they agree to meet at 10 PM at his house, as by that time Shinobu must be awake to provide some help. Soon after, Nadeko hears the voice of a snake instructing her to meet it at the shrine where she used to kill snakes instead and there it reveals itself as the giant apparition snake, Kuchinawa, who demands compensation for its fellow white snakes she killed by asking for a favor, to which she agrees. ",Nadeko Medusa - Part 1,10,https://www.scads.de/movieBenchmark/resource/TVDB/episode4590177,2013-09-22,,,,
3502,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4300712directors0,,directors,高橋 亨,,
3503,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19649writers1,,writers,Henry Bromell,,
3504,4,"Since Kara is having a tough time in arbitration with her wrongful termination claim, Mary Jane and Justin decide not to confess that they're seeing each other.",Feeling Conflicted,12,https://www.scads.de/movieBenchmark/resource/TVDB/episode6189849,2017-07-25,,,,
3505,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19667guestStars5,,guestStars,Taunya L. Martin,,
3506,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1130971writers1,,writers,Stephen Tolkin,,
3507,1,"Monty is going for a sleepover, but he is worried about being away from Jimmy Jones.",Seabed Sleepover,57,https://www.scads.de/movieBenchmark/resource/TVDB/episode6202815,2017-07-18,,,,
3508,1,,Judith,17,https://www.scads.de/movieBenchmark/resource/TVDB/episode14131,1960-02-01,,,,
3509,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14155writers0,,writers,William Froug,,
3510,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19676directors0,,directors,Mark Pellington,,
3511,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7043441guestStars0,,guestStars,'Kristina ''Keyyo'' Petrushina,,
3512,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7007625guestStars0,,guestStars,Eddie Pepitone,,
3513,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6215285writers0,,writers,Scott Silveri,,
3514,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode374527guestStars1,,guestStars,Nina Hellman,,
3515,1,"Monty and Gran paint portraits of Jimmy Jones, but when Monty looks at Gran's and sees that it doesn't look much like real life, Monty wonders whether all paintings have to look like the things being painted.",Piggy Portrait,15,https://www.scads.de/movieBenchmark/resource/TVDB/episode5667334,2016-07-08,,,,
3516,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14189writers0,,writers,Sam Ross,,
3517,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19643directors0,,directors,Peter Medak,,
3518,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186527guestStars4,,guestStars,Bob Einstein,,
3519,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295340guestStars18,,guestStars,Matthew Sharp,,
3520,1,'Hitagi and Koyomi are having lunch. Her teases him and roughly ''asks'' him to go on a date. He comes late but Hitagi doesn't seem to mind. Her father drives them to a location where Hitagi teases him more. She leaves him with her father where at first Koyomi was nervous. Her father goes on talking about how he isn't there for her often and asks Koyomi to take cake of her. Hitagi blindfolds him and then shows him an area where a blanket is laid on the ground. They lay down and she tells him that the stars are all she has rest to give him. She tells him that she loves him and Koyomi returns the same feelings. She asks him to kiss her. ,Tsubasa Cat - Part 2,12,https://www.scads.de/movieBenchmark/resource/TVDB/episode1074901,2009-09-25,,,,
3521,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode699101directors0,,directors,Jun Ki Sang,,
3522,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19617guestStars3,,guestStars,Vernon DeVinney,,
3523,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186511guestStars15,,guestStars,Jr.,,
3524,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4592334guestStars2,,guestStars,J.D. Evermore,,
3525,8,"Larry learns his lawyer isn't kosher, and rescinds a cookie order from the Girl Scout daughter of a beleaguered sports owner.",The Divorce,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4041841,2011-07-10,,,,
3526,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person3704,,actor,Giancarlo Esposito,,
3527,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19649dir0,,director,Jace Alexander,,
3528,1,"Monty discovers he is the only one in the family who can't whistle, but wonders if with practice you can perfect anything.",The Incredible Kazoops,26,https://www.scads.de/movieBenchmark/resource/TVDB/episode5747188,2016-09-12,,,,
3529,1,"Simon remembers his mother's experiments with the occult and his grandmother's return from a mental hospital, which saw her change rather radically from the nicest granny in the world. Featuring conjoined twins and a bingo caller.",How I Got My Beads,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode396452,2008-10-16,,,,
3530,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6770323guestStars1,,guestStars,Liz Robertson,,
3531,7,"Larry makes an enemy of Christian Slater at Ted and Mary's anniversary party, but gets his payback while at a restaurant with an old flame. Meanwhile, Larry's doctor gives him his personal number and soon regrets it.",The Hot Towel,4,https://www.scads.de/movieBenchmark/resource/TVDB/episode1129091,2009-10-11,,,,
3532,,Between Two Ferns with Zach Galifianakis is an interview series on Funny or Die hosted by Zach Galifianakis. Zach conducts interviews with popular celebrities between two potted ferns.,Between Two Ferns with Zach Galifianakis,,https://www.scads.de/movieBenchmark/resource/TVDB/tvSeries250576,2008-01-04,,,Continuing,
3533,3,The Jordan Valley erupts in chaos as Frank's campaign is picking up steam. Claire gets disturbing intel and counsels him.,Chapter 35,9,https://www.scads.de/movieBenchmark/resource/TVDB/episode5043403,2015-02-27,,,,
3534,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295426guestStars4,,guestStars,Kristin Booth,,
3535,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295428guestStars9,,guestStars,James Tolkan,,
3536,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6770323guestStars13,,guestStars,Rachelle Diedericks,,
3537,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186508dir0,,director,Jeff Garlin,,
3538,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4128680writers0,,writers,Larry David,,
3539,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4985101directors0,,directors,Simon Delaney,,
3540,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person68610,,actor,Mike Rowe,,
3541,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14133guestStars1,,guestStars,Juano Hernandez,,
3542,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4741188directors0,,directors,Carl Franklin,,
3543,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode81680directors0,,directors,Christopher McCulloch as Jackson Publick,,
3544,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19651guestStars3,,guestStars,Erica Van Wagener,,
3545,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6576679dir0,,director,Rob Cohen,,
3546,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode81668guestStars4,,guestStars,Christopher McCulloch,,
