https://www.scads.de/movieBenchmark/ontology/primaryProfessions,http://dbpedia.org/ontology/birthYear,https://www.scads.de/movieBenchmark/ontology/name,http://dbpedia.org/ontology/deathYear,entityUrl,https://www.scads.de/movieBenchmark/ontology/startYear,https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,https://www.scads.de/movieBenchmark/ontology/isAdult,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/originalTitle,https://www.scads.de/movieBenchmark/ontology/genre_list,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,https://www.scads.de/movieBenchmark/ontology/endYear
writer,,David R. Mace,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5484426,,,,,,,,,
"editor,editorial_department,miscellaneous",1925-01-01,Bud Molin,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0596598,,,,,,,,,
"actress,soundtrack",1937-01-01,Elinor Donahue,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0231942,,,,,,,,,
,,Alan Dart,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1824244,,,,,,,,,
actor,1926-01-01,Michael Emmet,2009-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0256523,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657668,1960-01-01,30,0,Donald's Friend,Donald's Friend,"Adventure,Drama,Family",13,1,
"actress,soundtrack,music_department",1984-01-01,Yuka Nanri,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0620936,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1083691,1997-01-01,22,0,Episode #1.3,Episode #1.3,Drama,3,1,
"writer,miscellaneous,script_department",1922-01-01,John McGreevey,2010-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0569950,,,,,,,,,
"actor,assistant_director,casting_department",1934-01-01,Jose De Vega,1990-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0212061,,,,,,,,,
"director,cinematographer,producer",1943-01-01,Richard Pearce,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0669004,,,,,,,,,
"actor,miscellaneous,animation_department",,Yosh,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0948856,,,,,,,,,
actress,1926-01-01,Mary Munday,1997-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0612706,,,,,,,,,
actor,1936-01-01,Johnny McGovern,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0569570,,,,,,,,,
actress,,Tammy Harrington,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0364359,,,,,,,,,
actor,1952-01-01,Gregory Irvin,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0410136,,,,,,,,,
actor,1925-01-01,Bruce Kirby,2021-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0116483,,,,,,,,,
,,Randy Ashman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3291925,,,,,,,,,
"actor,writer",,William Gaminara,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0303946,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0584723,1965-01-01,58,0,Zwielicht,Zwielicht,Drama,2,3,
actress,1945-01-01,Nadine Ashdown,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0038799,,,,,,,,,
"miscellaneous,camera_department",,Geremy Cliff,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2881038,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0504569,1972-01-01,60,0,Folge 2,Folge 2,"Comedy,War",2,1,
,1942-01-01,Jim Rogers,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2588289,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0284064,2001-01-01,93,0,The Doorbell Rang,The Doorbell Rang,"Action,Drama,Mystery",1,1,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631024,1956-01-01,30,0,The Pearl,The Pearl,Drama,23,3,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710734,1963-01-01,,0,Forget No More,Forget No More,"Drama,Sport,Western",24,1,
actress,1968-01-01,Aisling O'Sullivan,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0642718,,,,,,,,,
writer,,Peter Barry,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0963342,,,,,,,,,
actor,1945-01-01,Jimmy Baird,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0047882,,,,,,,,,
actress,1946-01-01,Tatyana Rogozina,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0737406,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630862,1956-01-01,30,0,Father Hoppe,Father Hoppe,Drama,26,3,
"producer,director,actor",1962-01-01,David Fincher,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000399,,,,,,,,,
"actress,miscellaneous,casting_director",1973-01-01,Alyson Court,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0183750,,,,,,,,,
"actor,writer,animation_department",,Mark Gagliardi,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1782215,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1570357,2009-01-01,90,0,Game of the Year,Game of the Year,Comedy,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520149,1962-01-01,,0,The Hijackers,The Hijackers,Adventure,4,1,
miscellaneous,1969-01-01,Mikko Hyppönen,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5660334,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505695,1961-01-01,49,0,The Serpent in the Garden,The Serpent in the Garden,Adventure,26,2,
writer,,Pauline Stone,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1403579,,,,,,,,,
"writer,actor,producer",,Simon Donald,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0232049,,,,,,,,,
"editor,editorial_department",,Jamie Caylor,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0147298,,,,,,,,,
"director,writer,actor",1938-01-01,Dang Nhat Minh,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0199470,,,,,,,,,
"actress,writer,soundtrack",1977-01-01,Tameka Empson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0256658,,,,,,,,,
"actor,producer",1928-01-01,Stanley Baker,1976-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0048939,,,,,,,,,
actress,1984-01-01,Christie Lee,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1546603,,,,,,,,,
"actor,writer,soundtrack",1962-01-01,Phill Jupitus,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0432793,,,,,,,,,
actress,1917-01-01,Eloise Hardt,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0362496,,,,,,,,,
"director,actor,producer",1961-01-01,Keith Gordon,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0330360,,,,,,,,,
"actor,writer",1947-01-01,Don Dickinson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0225515,,,,,,,,,
"writer,script_department,producer",1923-01-01,Elroy Schwartz,2013-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0777215,,,,,,,,,
"cinematographer,camera_department,editor",,Henry Hauck,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0369183,,,,,,,,,
actor,1905-01-01,Teru Shimada,1988-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0793574,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630825,1955-01-01,30,0,Across the Plaza,Across the Plaza,Drama,13,3,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0948188,2007-01-01,30,0,The Rat Dog,The Rat Dog,Comedy,6,6,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0101468,1991-01-01,5,0,Blackfly,Blackfly,"Animation,Comedy,Family",,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0084437,1981-01-01,30,0,The Olden Days Coat,The Olden Days Coat,"Fantasy,Short",,,
"actress,miscellaneous,music_department",1960-01-01,Tracey Moore,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0601982,,,,,,,,,
actor,1949-01-01,Ray Ferrell,2006-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0268313,,,,,,,,,
actor,1954-01-01,François-Eric Gendron,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0312695,,,,,,,,,
actress,1923-01-01,Constance Ford,1993-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0285576,,,,,,,,,
"actor,writer",1921-01-01,Steven Ritch,1995-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0728508,,,,,,,,,
"editor,producer,director",1968-01-01,Leo Curbelo,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2017273,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505658,1959-01-01,60,0,Paradise Lost,Paradise Lost,Adventure,3,1,
"actor,director,writer",1910-01-01,Axel von Ambesser,1988-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0901881,,,,,,,,,
actor,1950-01-01,John Curless,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0192746,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0902552,2007-01-01,30,0,The Lefty Call,The Lefty Call,Comedy,4,6,
actress,1919-01-01,Ingeborg von Kusserow,2014-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0902595,,,,,,,,,
,,Don Brewer,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2804914,,,,,,,,,
actress,,Ellen Bergström,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4862023,,,,,,,,,
"actor,soundtrack",1927-01-01,John Milford,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0587333,,,,,,,,,
,,Tanner Cabana,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4843834,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0847451,2006-01-01,22,0,Guess Who's Coming to State Dinner?,Guess Who's Coming to State Dinner?,"Action,Adventure,Animation",9,2,
"actor,soundtrack,producer",1942-01-01,Michael York,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001868,,,,,,,,,
"actor,soundtrack,producer",1943-01-01,Bobby Diamond,2019-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0224593,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630997,1961-01-01,30,0,The Golden Cord,The Golden Cord,Drama,18,8,
"producer,production_manager,location_management",1960-01-01,Barney Reisz,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0718553,,,,,,,,,
,,Randy Rothermel,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3361496,,,,,,,,,
,,Saylor Waldrop,,https://www.scads.de/movieBenchmark/resource/IMDB/nm10155061,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt4017810,2014-01-01,46,0,Episode #4.6,Episode #4.6,"Crime,Drama,Mystery",6,4,
actor,,Louis Towers,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0869947,,,,,,,,,
writer,1910-01-01,Libbie Block,1972-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0088748,,,,,,,,,
"actor,miscellaneous",1939-01-01,Ron Rifkin,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0726492,,,,,,,,,
"writer,miscellaneous,producer",,Bill Kennedy,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5620591,,,,,,,,,
"director,writer,assistant_director",,Marc Charach,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1079039,,,,,,,,,
"cinematographer,camera_department,director",,Dan Fox,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0288940,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520144,1962-01-01,,0,The Brooch,The Brooch,Adventure,1,1,
actress,1922-01-01,Katherine Theodore,1980-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0857481,,,,,,,,,
"actor,soundtrack,miscellaneous",1957-01-01,John Kassir,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0440885,,,,,,,,,
actor,,Thierry Blanc,,https://www.scads.de/movieBenchmark/resource/IMDB/nm7298893,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505690,1961-01-01,49,0,The Pretender,The Pretender,Adventure,7,3,
writer,,Beulah R. Stevens,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1403574,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt5218230,2016-01-01,22,0,Maybe No Go,Maybe No Go,"Action,Adventure,Animation",2,6,
actor,,Bill Hess,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0381440,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0845936,2006-01-01,22,0,Fallen Arches,Fallen Arches,"Action,Adventure,Animation",8,2,
"miscellaneous,actor",,Chris French,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1634320,,,,,,,,,
actor,,Harry Holsten,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2838091,,,,,,,,,
"producer,miscellaneous",1915-01-01,Martin Manulis,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0544308,,,,,,,,,
writer,,Bill Barrett,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1309201,,,,,,,,,
"producer,writer,actor",1963-01-01,Richard Register,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0716658,,,,,,,,,
"actress,soundtrack",1920-01-01,Dolores Donlon,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0232596,,,,,,,,,
actor,1918-01-01,Larry Weber,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0916660,,,,,,,,,
"actor,director,writer",1959-01-01,Werner Schünemann,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0778304,,,,,,,,,
"actor,soundtrack",,Geoff Kahnert,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0989438,,,,,,,,,
writer,,Frances Ancker,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2686235,,,,,,,,,
"actress,soundtrack",1930-01-01,Anne Francis,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0004282,,,,,,,,,
cinematographer,1926-01-01,Leonid Kalashnikov,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0435550,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630820,1955-01-01,30,0,A Pattern of Deceit,A Pattern of Deceit,Drama,14,3,
writer,1917-01-01,Verne Athanas,1962-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0040393,,,,,,,,,
actress,1933-01-01,Lyudmila Ivanova,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0412124,,,,,,,,,
"actor,soundtrack",1986-01-01,Kim Hyun-joong,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3316024,,,,,,,,,
actor,1910-01-01,Wolfgang Preiss,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0007234,,,,,,,,,
actress,1894-01-01,Mabel Forrest,1967-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0286665,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1480925,2009-01-01,360,0,Bakemonogatari,Bakemonogatari,"Action,Animation,Comedy",,,2010-01-01
editor,1924-01-01,Ana Manolova-Pipeva,2009-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0543576,,,,,,,,,
actor,,Tony De Costa,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0208140,,,,,,,,,
"actor,producer,writer",1911-01-01,Hume Cronyn,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0002025,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505653,1960-01-01,49,0,Once Around the Circuit,Once Around the Circuit,Adventure,3,2,
"actress,writer,miscellaneous",1943-01-01,Charo López,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0530048,,,,,,,,,
actor,,Scott Curtis,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1631521,,,,,,,,,
actress,1932-01-01,Chana Eden,2019-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0249080,,,,,,,,,
"actor,producer,soundtrack",1972-01-01,Shaquille O'Neal,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0641944,,,,,,,,,
actress,,Christina Tam,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2608452,,,,,,,,,
writer,1926-01-01,Ken Kolb,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0463894,,,,,,,,,
actor,1939-01-01,Alois Svehlík,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0840992,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0883887,1994-01-01,21,0,The Brothers Gruff,The Brothers Gruff,"Animation,Comedy,Fantasy",9,2,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0596838,1957-01-01,30,0,Widow's Walk,Widow's Walk,Adventure,6,1,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630992,1955-01-01,30,0,The Flood,The Flood,Drama,19,2,
"music_department,actor",,You Kurosaki,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2061020,,,,,,,,,
"cinematographer,camera_department",1900-01-01,Merritt B. Gerstad,1974-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005719,,,,,,,,,
"script_department,production_manager,miscellaneous",,Teruyo Nogami,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0633987,,,,,,,,,
actress,1890-01-01,Hilda Plowright,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0687504,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6949172,2017-01-01,58,0,Bully,Bully,"Drama,Musical",,,
actor,1947-01-01,Terry Kelman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0446993,,,,,,,,,
"actor,director",1950-01-01,Hilly Hicks,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0382859,,,,,,,,,
"actor,writer",1930-01-01,Wolfgang Völz,2018-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0905061,,,,,,,,,
"writer,producer,director",,Tom Patchett,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0665305,,,,,,,,,
actress,,Erzsi Pulay,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2352667,,,,,,,,,
,,Warren Tuaño,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9443256,,,,,,,,,
actress,1914-01-01,Madeleine Taylor Holmes,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0391942,,,,,,,,,
"producer,writer,director",,Frank Pugliese,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0961577,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604419,1998-01-01,,0,Something Sacred: Part 1,Something Sacred: Part 1,"Crime,Drama,Mystery",12,6,
"music_department,composer,soundtrack",1958-01-01,Douglas J. Cuomo,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0192514,,,,,,,,,
"music_department,soundtrack,composer",1959-01-01,Éric Serra,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0785385,,,,,,,,,
"actor,miscellaneous,writer",1917-01-01,Harlan Warde,1980-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0911966,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt3326204,2014-01-01,48,0,Chapter 25,Chapter 25,Drama,12,2,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630955,1954-01-01,30,0,Something Always Happens,Something Always Happens,Drama,35,1,
"composer,music_department",,Afshin Azizi,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4905809,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt8842110,2018-01-01,23,0,Arrears in Science,Arrears in Science,"Action,Adventure,Animation",3,7,
actress,1920-01-01,Virginia Christine,1996-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0160417,,,,,,,,,
"actor,soundtrack,producer",1911-01-01,James Gregory,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0339834,,,,,,,,,
actor,,Luis Chao,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1225349,,,,,,,,,
actress,1893-01-01,Jesslyn Fax,1975-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0269537,,,,,,,,,
"actor,producer,writer",1936-01-01,Michael Landon,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001446,,,,,,,,,
"actress,producer",1937-01-01,Barbara Steele,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0824489,,,,,,,,,
"writer,producer,miscellaneous",,David Hines,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0385653,,,,,,,,,
"actor,stunts",1949-01-01,Roger Mobley,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0595040,,,,,,,,,
actor,1894-01-01,Norman Kerry,1956-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0449908,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0977996,1992-01-01,,0,Fete Worse Than Hilda,Fete Worse Than Hilda,Comedy,1,3,
actor,1984-01-01,Kevin Duhaney,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0216594,,,,,,,,,
"actor,soundtrack",1948-01-01,Charles Herbert,2015-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0378517,,,,,,,,,
actor,1919-01-01,Charles Boaz,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0090253,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0106028,1993-01-01,60,0,Homicide: Life on the Street,Homicide: Life on the Street,"Crime,Drama,Mystery",,,1999-01-01
"producer,production_manager,camera_department",1970-01-01,David M. Barsky,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0058296,,,,,,,,,
actor,1920-01-01,Derek Sydney,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0842985,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0883882,1994-01-01,21,0,Hunted,Hunted,"Animation,Comedy,Fantasy",11,2,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0596833,1958-01-01,30,0,The Biggest Fight,The Biggest Fight,Adventure,17,1,
"director,producer,actor",,Neill Fearnley,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0269899,,,,,,,,,
,,Ami Sinay,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3098254,,,,,,,,,
actor,1923-01-01,Harry Jackson,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0413575,,,,,,,,,
actor,1916-01-01,Judson Pratt,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0695489,,,,,,,,,
"director,producer,writer",,Neasa Hardiman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1450065,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt3221270,2014-01-01,52,0,Chapter 23,Chapter 23,Drama,10,2,
"writer,producer,miscellaneous",1928-01-01,Laurence Heath,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0372677,,,,,,,,,
actor,,William Colgate,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0171441,,,,,,,,,
actor,,Nick Muncey,,https://www.scads.de/movieBenchmark/resource/IMDB/nm8831504,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630918,1955-01-01,30,0,My Uncle O'Moore,My Uncle O'Moore,Drama,4,3,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0353685,2002-01-01,150,0,Macross Zero,Macross Zero,"Action,Animation,Drama",,,
actor,,Kristoffer Andersen,,https://www.scads.de/movieBenchmark/resource/IMDB/nm6918397,,,,,,,,,
"producer,director,miscellaneous",1965-01-01,Gary Fleder,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001219,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0829707,2006-01-01,44,0,Parade Float Dismantler,Parade Float Dismantler,Reality-TV,11,2,
actor,,Jacko,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2476236,,,,,,,,,
writer,,Yukito Kizawa,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4006402,,,,,,,,,
"miscellaneous,writer,script_department",1904-01-01,Margaret Buell Wilder,1992-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0928603,,,,,,,,,
"director,actor,writer",1880-01-01,Tod Browning,1962-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0115218,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604414,1999-01-01,,0,Sideshow,Sideshow,"Crime,Drama,Mystery",15,7,
actor,1882-01-01,Felix Locher,1969-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0516646,,,,,,,,,
"actor,soundtrack",1916-01-01,Robert Rockwell,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0734352,,,,,,,,,
"producer,writer,director",,Thomas Levenson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0505274,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551430,2004-01-01,29,0,Wandering Bear,Wandering Bear,Comedy,8,4,
soundtrack,,Jackson 5,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1917778,,,,,,,,,
"art_department,production_designer",,François Debacker,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9331852,,,,,,,,,
actress,1896-01-01,Edith Evanson,1980-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0263330,,,,,,,,,
"producer,writer,director",1974-01-01,Riku Rantala,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1391261,,,,,,,,,
"actor,producer",1945-01-01,Jan-Michael Vincent,2019-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001821,,,,,,,,,
"actor,soundtrack",1957-01-01,Sabri Saad El-Hamus,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0359112,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630950,1955-01-01,30,0,Slander,Slander,Drama,10,3,
"actor,composer",,Juan Carlos Salazar,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0757709,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1049249,2007-01-01,30,0,Meet the Blacks,Meet the Blacks,Comedy,1,6,
actor,1920-01-01,James Holden,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0390204,,,,,,,,,
,,Wendy Grossman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2342638,,,,,,,,,
"actor,soundtrack",1915-01-01,Simon Oakland,1983-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0643000,,,,,,,,,
"editor,editorial_department,producer",,James Bredin,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0106636,,,,,,,,,
actor,,Ronald Numkina,,https://www.scads.de/movieBenchmark/resource/IMDB/nm7890540,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604396,1996-01-01,,0,Map of the Heart,Map of the Heart,"Crime,Drama,Mystery",19,4,
"producer,writer,miscellaneous",,Jorge Zamacona,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0952502,,,,,,,,,
