http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/title,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,entityUrl,http://dbpedia.org/ontology/releaseDate,https://www.scads.de/movieBenchmark/ontology/name,https://www.scads.de/movieBenchmark/ontology/job,https://www.scads.de/movieBenchmark/ontology/status,https://www.scads.de/movieBenchmark/ontology/company_type
"Beau meets Megan's cousin, NBC's Tim Russert. Kay and Stan return to duty, after Stan undergoes a final test, and Kay finds her desk has been moved. They like Beau, they both must get used to the job again. Tim and Beau investigate the discovery of a skeleton found buried in a backyard. Bolander and Munch discover an unlikely suspect in the murder of a quiet elderly couple: their grandson. Gee exposes Granger, who used his relatives in some department plumbing contracts; the information is leaked to the papers, Granger is forced to retire. Barnfather is made colonel and a new captain is named, Megan Russert. The higher ranks of the Baltimore police department are now more politically correct, but Gee doesn't like it.",The Old and the Dead,16,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode19625,1995-03-03,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4305556directors0,,殿勝秀樹,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19642guestStars2,,John Haynes Walker,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5043396writers0,,Michael Dobbs,writers,,
"Director Na Young Seok and the whole staff plan to kidnap WINNER despite the group already knowing the program. Step by step the staffs ask help from managers and even try some tricks, but the members are way too cautious of every detail. Later creating a fake commercial shooting set staffs hope WINNER will fall for this one, this time.",How to Kidnap Someone Who Knows He'll Be Kidnapped!,1,5,https://www.scads.de/movieBenchmark/resource/TVDB/episode6397986,2017-11-07,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode117806writers0,,David Finley,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person539553,,Lee Jin-Wook,actor,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4646083guestStars0,,Mikko Salasuo,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode381367guestStars0,,Doc Hammer,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4481708directors0,,David Fincher,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4134673writers3,,Jeff Schaffer,writers,,
"When Violet tells Monty that a problem is too big for a little boy to solve, he wonders if only big people can solve big problems.",Parcel Puzzle,54,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode6188051,2017-07-13,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19676guestStars4,,Jeffrey Wright,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6478015guestStars0,,Nicholas Day,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode311957writers0,,Christopher McCulloch as Jackson Publick,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7133180guestStars2,,Ellen Bergström,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode117810directors0,,Rick Marshall,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19653dir0,,Jean de Segonzac,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14136dir0,,James Neilson,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4592334guestStars8,,Carol Sutton,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6994203guestStars4,,Julia Cho,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6453691guestStars4,,Ashley Liao,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186502guestStars1,,Sofia Milos,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode342737writers0,,David Farr,writers,,
"'In 1999, eight bodies are found in six barrels filled with acid in a former bank vault in rural Snowtown, 50 kilometres north of Adelaide. Their investigation was to lead police to discover another four victims, in and around Adelaide. Four men were charged with murder and other offences. Eventually it was proven that 11 were murdered and another woman severely dismembered. The horrific murders that occurred over a 7-year period involve torture, dismemberment, even cannibalism.",Snowtown: Bodies in the Barrels,9,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode357864,2005-08-01,,,,
"Sam’s friend, Zach, is accused of murder. Sam offers to help out by checking up on his sister, Rebecca. Rebecca claims her brother could not have committed the murder because he was with her at the time of the murder. But all the physical evidence points to Zach being at the scene of the crime. Could Zach have been at two places at the same time?",Skin,6,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode298559,2005-10-18,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6770323guestStars7,,Keely Wells,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person1142,,Rob Paulsen,actor,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186509guestStars5,,Jay Evans,guestStars,,
"Bruce Parry presents this five-part documentary series set in the spectacular wilderness of the Arctic, where he explores the dramatic changes its people are experiencing",Arctic with Bruce Parry,,,https://www.scads.de/movieBenchmark/resource/TVDB/tvSeries217391,2011-01-02,,,Ended,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14131guestStars2,,Dan Duryea,guestStars,,
Mike heads off to Texas to work with an outdoor advertising company.,Billboard Installer,9,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode330836,2007-06-26,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4777855directors0,,Salim Akil,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode311954dir0,,Christopher McCulloch as Jackson Publick,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295435guestStars3,,Boyd Banks,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode117807guestStars1,,Damon D'Oliviara,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14173writers0,,Gene Levitt,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5923140writers1,,Niki Schwartz-Wright,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19675guestStars11,,Bob Moore,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186511guestStars8,,Joseph Brown,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19660guestStars2,,Andrew David DeAngelo,guestStars,,
"The DiMeos cross the pond so Maya can ask her estranged father, the challenging Martin, for a loan to save their house. Meanwhile, Jimmy puts on his “fun dad” hat to ensure JJ has a great trip, Ray digs deep to summon Californian vibes to endear himself to British girls, and Kenneth reveals a love for all things royal.",L-O-N-- LONDON (1),1,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode6770323,2018-10-05,,,,
"Death is a frightening, unsettling prospect for us all. Myths and legends help explore those anxieties. But they tell us about more than mortal fear alone. For in a culture's tales of death we can see what it is they value in life.",The End Of All Things,6,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode6478015,2017-12-23,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5468693directors0,,小池 健,directors,,
"March 13th, the morning of college entrance exams. Koyomi Araragi has died due to Izuko Gaen. Mayoi Hachikuji was waiting for him in the afterlife, and guides him towards an unknown destination. Koyomi would have never thought that this certain someone would be waiting for him there.",Mayoi Hell - Part 1,1,5,https://www.scads.de/movieBenchmark/resource/TVDB/episode6253102,2017-08-12,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5043396directors0,,John David Coles,directors,,
,Kizumonogatari III: Cold Blood Arc,20,0,https://www.scads.de/movieBenchmark/resource/TVDB/episode5356165,2017-01-06,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14115guestStars2,,Weaver Levy,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295430directors0,,Timothy Hutton,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19694guestStars4,,Charles Wilkinson,guestStars,,
"After lying to Koyomi claiming that she was just imagining things, Nadeko decides to help Kuchinawa find his lost corpse, but they agree that she will attend school as usual, while looking for his body at night. In the next day, during school, it is revealed that Nadeko's class is still in a bad mood due to the incident with Kaiki's charms, and thus the position of class rep was somewhat forced on her. Later at night, Nadeko sneaks out of her room to start looking for Kuchinawa's body and after following a false lead, she is found by Koyomi, who takes her to his house. It is then revealed that Nadeko's parents had realized she was missing and contacted Tsukihi, who lied to them claiming that she was sleeping there, while Koyomi left to look for her. After insinuating to Nadeko that they should sleep together, Koyomi is knocked out by Shinobu who appears before her and ponders on how convenient it is for her to have such a cute and defenseless demeanor before she drags Koyomi away to have him sleep on the couch.",Nadeko Medusa - Part 2,11,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode4590178,2013-09-29,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5770357dir0,,Christine Gernon,director,,
"'Reading Rainbow is a children's series designed to promote reading comprehension in elementary school age children. Host LeVar Burton introduces the theme of the episode and the book to be profiled in an animated story using the illustrations from the book and narrated by a celebrity such as Bill Cosby, Ruby Dee, Richard Gere, and the late great stars Ossie Davis, Julia Child, Raul Julia and Gilda Radner for example. After the story is finished, feature stories in the same subject as the book are profiled and youth reviewers give critiques of three additional books. LeVar usually introduces the children critics by saying, ''But you don't have to take my word for it.''",Reading Rainbow,,,https://www.scads.de/movieBenchmark/resource/TVDB/tvSeries77547,1983-06-06,,,Ended,
"Monty and Stan refuse to taste a strange-looking fruit, but Monty soon realises that you shouldn't judge a book by its cover.",Ugli Fruit,41,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode6070033,2017-05-01,,,,
"Looking for change in her career and attitude, Mary Jane has an interesting encounter with a new man.",Getting Nekkid,1,4,https://www.scads.de/movieBenchmark/resource/TVDB/episode5814362,2017-01-10,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19649writers2,,Tom Fontana,writers,,
"Orrie Cather, one of Wolfe's operatives, has been secretly seeing a wealthy man's kept mistress at her secret love nest. He is arrested when she turns up dead.",Death of a Doxy (1),1,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode295430,2002-04-14,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7081251guestStars0,,Biff Wiff,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19667guestStars6,,Jade Wu,guestStars,,
"Adam agrees to transport a girl prisoner, Luana Monet, from Tahiti to police custody on the Island of Ralatea.",The Color of Venom,18,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode14132,1960-02-08,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7007625guestStars1,,Ricardo Hurtado,guestStars,,
"Russert's old partner joins the homicide unit, but she suspects that he is taking his work frustrations out on his wife. Pembleton struggles with his pride and domestic life as Gee and Bayliss try to convince him to return. Bayliss is partnered with Lewis and on the way to the crime scene gets the ride of his life. Bayliss tangles with a reporter. Beau is in Philadelphia with his kids. The bar has its grand opening.",Partners,11,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode19620,1995-01-20,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode374527guestStars2,,Joanna P. Adler,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1321541writers0,,Larry David,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode298422directors0,,John L'Ecuyer,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode298422writers0,,Sharon Elizabeth Doyle,writers,,
,,3,4,https://www.scads.de/movieBenchmark/resource/TVDB/episode1708671,1965-08-03,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186527guestStars5,,Ashly Holloway,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5356171directors0,,Akiyuki Shimbou,directors,,
Larry plays the hero in the sky and underground; Jeff’s courtship of Ricky Gervais is sabotaged by a nosy waiter. ,The Hero,6,8,https://www.scads.de/movieBenchmark/resource/TVDB/episode4134672,2011-08-14,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6478013dir0,,Daniel Kontur,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19617directors0,,Peter Medak,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4592334guestStars3,,Glenn Fleshler,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1130971dir0,,Mark Beesley,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14185directors0,,Mitchell Leisen,directors,,
Kara's life spins out of control; and Mary Jane helps Niecy land her first job.,Being Kara,4,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode5377886,2015-11-03,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person3705,,Reed Diamond,actor,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14182dir0,,Justus Addiss,director,,
"'David uses the latest 3D technology to explore a world beyond the confines of our human senses. He begins with the secret world of plant movement and uses sinister carnivorous plants to show just how active plants can be.Bladderwort utricularia is a pond-dweller that is among the fastest known, its traps snapping shut in less than a millisecond.As the seasons change, David demonstrates how plants operate on a different time scale to us; how they modify their lives according to the time of year. We discover insects’ hidden links with plants, both as pests and pollinators. UV-sensitive 3D cameras reveal the invisible alter-ego of plants and their flowers’ mesmerizing patterns; a parallel-dimension of strange colours and stunning patterns through which plants communicate with them.With the aid of visual effects, David steps among the swirling vortices of plant scent; communication signals with which plants are inextricably plugged in to the natural world. And using a tuning fork, he demonstrates how plants and insects can even communicate with music.As autumn envelopes the Gardens, fungi reveal themselves not as the enemies of plants but their vital allies. In Kew’s atmospheric Fungarium, David discovers a specimen that has the power of mind control and another that lives underground where it has grown to be so big it can be counted as the largest single organism on the planet. It is 6 times bigger than Kew Gardens itself.David concludes the film in the Princess of Wales Conservatory, where he meets an old friend, the great Titan arum. At 8ft tall, it is the largest flower in the world and a plant he remembers from a previous filming trip to Sumatra. Using heat sensitive cameras, David reveals the Titan arum’s secrets, how it uses a combination of heat and powerful scent to punch a hole in the stratified layers of air in the rainforest, enabling it to broadcast its presence across vast distances.",Solving the Secrets,2,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4336672,2012-06-02,,,,
Monty doesn't think he is similar to anyone else in his family and wonders whether everyone in a family should be alike.,I Am Monty,27,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode5747189,2016-09-13,,,,
,How the Puppy Felt Like Eating Some Honey,1,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode1459401,,,,,
"Birthdays have never been easy for Simon, especially when the whole school finds out what he really really wants. Meanwhile Ashlene meets a flasher and Aunty Hayley feels loved and a whole lot more.",How I Got My Posh,4,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode396453,2008-10-23,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6770323guestStars2,,Ben Savage,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14152directors0,,Robert Florey,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1248461writers0,,Doc Hammer,writers,,
"The story is divided into two phases: in the first, the protagonist José Alfredo becomes a smuggler, being separated from his great love for the manipulative Cora. Disappointed, enters the world of smuggling of precious stones and builds an empire along with aristocrat María Marta. In the second part, José Alfredo is a millionaire who sees his empire threatened by the arrival of Cristina, his illegitimate daughter, and the struggle of his wife and children for the family patrimony.",Empire (2014),,,https://www.scads.de/movieBenchmark/resource/TVDB/tvSeries284152,2014-07-21,,,Ended,
Frank needs to deal with Petrov one on one while Claire tries to preserve the peace-keeping mission. Sacrifices must be made.,Chapter 36,10,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode5043404,2015-02-27,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186510directors0,,Robert B. Weide,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295426guestStars5,,Beau Starr,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6770323guestStars14,,Yasmine Hill,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4128680writers1,,Alec Berg,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186509guestStars0,,Scott Adsit,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19670writers0,,Debbie Sarjeant,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14133guestStars2,,Henry Slate,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19651guestStars4,,John Judy,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5356172dir0,,Akiyuki Shimbou,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode81668guestStars5,,Richard Liebmann-Smith,guestStars,,
"'In the late 1980s and early 1990’s a series of violent murders took place near Sydney’s famous Bondi Beach. Three innocent men were attacked and thrown to their deaths from a cliff top. The murders were part of a much wider wave of violent hate crimes as gangs of youths roamed Sydney’s inner suburbs randomly bashing and killing gay men for sport.Among the victims at Bondi was Wollongong television newsreader, Ross Warren, a gay man who disappeared while visiting friends in Sydney in 1989. Ross Warren’s case was dismissed by police as a “probable accident”. But his mother conducted a long campaign to have her son’s disappearance finalised.Then, some ten years after he was first reported missing, Ross’s police file finally came to the desk of one courageous investigator who started to dig a little deeper.Detective Sergeant Stephen Page quickly realised that there was more to the Ross Warren case than was uncovered in the original investigation. The file contained a great many unanswered questions.As he read the file Detective Page began to uncover similarities with other murders and slowly the shocking pattern of violence and death began to emerge.Another murder victim was Bondi resident John Russell, a gay man who had inherited some money and was about to leave for the country to start a new life when his body was found at the foot of the Bondi cliffs.",Blood Sport: The Bondi Gay Murders ,2,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode443686,2009-03-26,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19685guestStars6,,Avery Kidd Waddell,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4160197writers1,,Alec Berg,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14204writers0,,Jean Holloway,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19683guestStars12,,Jeorge Watson,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14199guestStars1,,Peggy Ann Garner,guestStars,,
,Episode 5,5,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode6610583,2018-04-06,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6862172guestStars8,,Craig Cackowski,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186511guestStars3,,Joel McKinnon Miller,guestStars,,
"The strange Slavic story of Ivan and Koschei the Deathless, the origins of King Arthur and the wizard Merlin, the journey of Odysseus as he resists the beautiful songs of the Sirens, and finally Sigurd and his battle with the dragon Fafnir.",Heroes & Villains,1,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode6478010,2017-12-23,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5262146dir0,,Jeremy Podeswa,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19603dir0,,Peter Markle,director,,
"On August 20th, Koyomi Araragi left his home to deliver to Mayoi Hachikuji something she had forgotten, and bumped into the young shikigami girl Yotsugi Ononoki. Koyomi ended up buying Yotsugi a popsicle but was unable to find Mayoi. He realized upon coming home that he had not done any of the homework that he was supposed to do, yet tomorrow was already the day of the term opening ceremony.",Mayoi Jiangshi - Part 1,6,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode4590173,2013-08-18,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19635guestStars4,,Terry Hinz,guestStars,,
"Three Dummies make a journey to their way to Gullfoss. During their first attempt, the weather gets bad, and they head to Hallgrimskirkja, a beautiful church. They eventually make it to Gullfoss and are in awe due to the beautiful scenery. Meanwhile, Kang Ha Neul joins the group.",Gullfoss,2,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode5479952,2016-01-08,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode311963writers0,,Ben Edlund,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19667guestStars1,,Neil Patrick Harris,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19669guestStars6,,Susan M. Lynskey,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode117788guestStars4,,John Stocker,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19608guestStars6,,Joseph S. Eubanks,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186499guestStars1,,Lucy Webb,guestStars,,
Monty and Jimmy Jones think it would be exciting to have a pet lion and wonder why you can't keep wild animals at home.,Wild Thing,32,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode6048198,2017-04-18,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode117806directors0,,Laura Shepherd,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4281452dir0,,China Moo-Young,director,,
"When Monty can't find a pair of matching socks, he wonders why things should match at all.",Matching Socks,11,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode5667330,2016-07-04,,,,
A supervillain attacks the Ventures.,Rapacity In Blue,4,6,https://www.scads.de/movieBenchmark/resource/TVDB/episode5501482,2016-02-22,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode113181writers0,,Elliott Arnold,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5843135dir0,,Ken Whittingham,director,,
"Billy Quizboy has spent thirty years trying to decipher a series of cryptic clues hidden in Rusty Venture Cartoon Show episodes. Finally the solution to the mystery is at hand, but the answer forces Brock to discover what his true orders are.",ORB,11,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode379705,2008-08-10,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186527guestStars0,,Thom Barry,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person352499,,Zhang Ruo Yun,actor,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1298871directors0,,David Kerr,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4305561writers0,,大西信介,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295340guestStars14,,Debra Monk,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186511guestStars11,,Mark DeCarlo,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode75844guestStars6,,John Rothman,guestStars,,
Book-hater Greg is forced by a mysterious librarian to endlessly relive a bunch of classic stories.,All Booked Up,9,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode117816,1999-11-04,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6478012directors0,,Daniel Kontur,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19630directors1,,Tom Fontana,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person3700,,Melissa Leo,actor,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14185guestStars4,,Nina Shipman,guestStars,,
"To save Kahlan from execution, reluctant Cara must pose as a polished princess and compete in an elaborate masquerade of manners to win a powerful ruler's affections. ",Princess,13,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode1130801,2010-02-27,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19604directors0,,Wayne Ewing,directors,,
It's the night of Freddie and Stuart's anniversary party and Stuart decides that he is going to tell his mother the truth about him and Freddie being a couple.,Anniversary,6,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4553121,2013-06-10,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4777856dir0,,Salim Akil,director,,
"Maya DiMeo is a mom on a mission who will do anything for her husband, Jimmy, and kids Ray, Dylan, and JJ, her eldest son with special needs. As Maya fights injustices both real and imagined, the family works to make a new home for themselves and searches for just the right person to give JJ his “voice.”",Speechless,,,https://www.scads.de/movieBenchmark/resource/TVDB/tvSeries311875,2016-09-21,,,Ended,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1130931writers1,,Ken Biller,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7098456guestStars15,,Josephine Lawrence,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14172directors0,,Alvin Ganzer,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295340dir0,,Timothy Hutton,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14115writers0,,John Kneubuhl,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186530directors0,,Larry Charles,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6576686guestStars1,,Jonathan Slavin,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295426guestStars0,,Boyd Banks,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295428guestStars5,,Debra Monk,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19636dir0,,Bruno Kirby,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14119dir0,,Roy Delruth,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4988877guestStars1,,Airi Lampinen,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14149writers0,,George Worthing Yates,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1708561dir0,,Jürgen Goslar,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19653guestStars4,,Richard Pilcher,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode81668guestStars0,,Miguel Martinez-Joffre,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4553119directors0,,Ed Bye,directors,,
,Peru - Part 4,4,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4956446,2014-08-22,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4646105dir0,,Martin Witz,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode81669writers0,,Doc Hammer,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295341guestStars9,,Ken Kramer,guestStars,,
A pair of newspaper reporters try to track down an old mad scientist.,All the Gory Details!,6,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode117798,1994-10-01,,,,
"Hong Soo catches Kang Woo interrogating Burying Beetle at Port Poongsan. While trying to stop Kang Woo, Burying Beetle gets away. But not everything is for naught, as Kang Woo now knows a clue related to Wire Shun. Meanwhile, the Golden Time Team gets a call from a man saying someone drunk or high has beaten him up. (Source: Viu)",The Accelerator to the Abyss,7,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode7210328,2019-06-01,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19685guestStars1,,Victor Anthony,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19687guestStars6,,Jerry Lyden,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19655writers2,,Julie Martin,writers,,
