http://xmlns.com/foaf/0.1/gender,https://www.scads.de/movieBenchmark/ontology/name,entityUrl,https://www.scads.de/movieBenchmark/ontology/release_year,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/releaseDate,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/origin_country,https://www.scads.de/movieBenchmark/ontology/company_type,https://www.scads.de/movieBenchmark/ontology/known_for_department,https://www.scads.de/movieBenchmark/ontology/in_production,https://www.scads.de/movieBenchmark/ontology/last_air_date,https://www.scads.de/movieBenchmark/ontology/original_language,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/languages,https://www.scads.de/movieBenchmark/ontology/originalTitle,https://www.scads.de/movieBenchmark/ontology/status,http://xmlns.com/foaf/0.1/homepage,http://dbpedia.org/ontology/numberOfSeasons,http://dbpedia.org/ontology/numberOfEpisodes,http://dbpedia.org/ontology/runtime,http://dbpedia.org/ontology/budget,https://www.scads.de/movieBenchmark/ontology/revenue,https://www.scads.de/movieBenchmark/ontology/production_countries,https://www.scads.de/movieBenchmark/ontology/spoken_languages,https://www.scads.de/movieBenchmark/ontology/birthPlace,http://dbpedia.org/ontology/birthDate,https://www.scads.de/movieBenchmark/ontology/tagline,https://www.scads.de/movieBenchmark/ontology/also_known_as
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311228,1999-01-01,17,1999-04-02,7,"Lewis and Munch begin to investigate the death of a Buddhist monk beaten to death. Lewis isn't interested in working the case with Bayliss, whom he feels, may become too emotionally involved. Ballard and Falsone agree to call their relationship quits. Ballard and Gharty's case involves a man who was shot down in the street; the three witnesses that saw the shooter all have different recollections of his appearance. As a result, their prime suspect cannot be charged. Gee asks for Bayliss's assistance in the Buddhist murder and to Lewis's dismay, Munch abdicates his position in the investigation to Bayliss. Lewis and Bayliss take different approaches to the investigation. Bayliss's approach leads him to the man who committed the crime, but cornering his suspect leads to a showdown with guns and Bayliss fires a fatal shot. Later Bayliss tries to reconcile the shooting with his own feelings about being a Buddhist and being a cop.",Zen and the Art of Murder,,,,,,,,,,,,,,,,,,,,,,
1,Camila Morgado,https://www.scads.de/movieBenchmark/resource/TMDB/person1011370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694531,1961-01-01,19,1961-02-19,8,,Double Edge,,,,,,,,,,,,,,,,,,,,,,
0,Mike Rowe,https://www.scads.de/movieBenchmark/resource/TMDB/person1215558,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
0,Abdulhair Kasymov,https://www.scads.de/movieBenchmark/resource/TMDB/person1897343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Richard Pearce,https://www.scads.de/movieBenchmark/resource/TMDB/person73496,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324186,2007-01-01,7,2007-10-21,6,"When Larry snubs a frightened Cheryl's phone call in favor of dealing with a TiVo repairman, she walks out on him, leaving their friends to decide which of the pair to stay true to.",The TiVo Guy,,,,,,,,,,,,,,,,,,,,,,
1,Amandha Lee,https://www.scads.de/movieBenchmark/resource/TMDB/person2031669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carlos M. Sterling,https://www.scads.de/movieBenchmark/resource/TMDB/person1603458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Daniel Baldwin,https://www.scads.de/movieBenchmark/resource/TMDB/person24516,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1034111,2014-01-01,2,2014-09-01,1,"Their second stop is Morocco, where Nancy learns how to charm snakes, before Baz persuades her to take part in an off-road race, the International Rally. Later, Nancy treks across the desert for a more comfortable ride on a camel, before performing a Berber dance routine. The presenter then tests his mother's head for heights as the duo take a hot-air balloon ride across the Sahara.",Morocco,,,,,,,,,,,,,,,,,,,,,,
2,Michael Dobbs,https://www.scads.de/movieBenchmark/resource/TMDB/person1161480,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
2,Wilhelm Bendow,https://www.scads.de/movieBenchmark/resource/TMDB/person28061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1664187,2019-01-01,12,2019-01-25,3,"Dylan is horrified to realize people see her as a mini version of Maya, and makes a point to exert her individuality. JJ and Ray each cope with their feelings for shared crush, Izzy. Meanwhile, Kenneth turns to an unwilling Jimmy for help with Joyce.",O–OUR M-A-G–MAGEDDON,,,,,,,,,,,,,,,,,,,,,,
1,Margarita Volodina,https://www.scads.de/movieBenchmark/resource/TMDB/person1118043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yuka Takemori,https://www.scads.de/movieBenchmark/resource/TMDB/person2399137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jacky Reynal,https://www.scads.de/movieBenchmark/resource/TMDB/person1654575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Derk-Jan Warrink,https://www.scads.de/movieBenchmark/resource/TMDB/person1463187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/movie510345,2009-01-01,,2009-11-20,,"'Love has probably never been so commercialized and falsely portrayed as today. It became a commodity that everybody can afford. However, very often the real picture is something completely different.This film tells about this different picture.The film ''Together'' tells about love relationships that encounter difficulties. Those are real difficulties that test not only the relationship but very often also the destinies of the persons involved.",Together,,,,,,hr,Documentary,,Zajedno,Released,,,,87,0,0,Croatia,Hrvatski,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries61619,2014-01-01,,2014-11-04,,Ten people are stuck in the Rooster Teeth office with a murderer. All ten people have done something terrible and must pay for there actions. Who will die? Who will survive?,Ten Little Roosters,US,,,false,2014-12-30,en,Comedy,en,Ten Little Roosters,Ended,http://roosterteeth.com/archive/?sid=TLR&v=more,1,9,10,,,,,,,,
0,Bibiane Zeller,https://www.scads.de/movieBenchmark/resource/TMDB/person238093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wolfgang Dohnberg,https://www.scads.de/movieBenchmark/resource/TMDB/person14181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Daniel Probst,https://www.scads.de/movieBenchmark/resource/TMDB/person935875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Youji Ueda,https://www.scads.de/movieBenchmark/resource/TMDB/person1264228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Niklas Nyberg,https://www.scads.de/movieBenchmark/resource/TMDB/person2112946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Aisin-Gioro Puyi,https://www.scads.de/movieBenchmark/resource/TMDB/person11400,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
0,Nobuhiro Sugiyama,https://www.scads.de/movieBenchmark/resource/TMDB/person1481683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jean Nény,https://www.scads.de/movieBenchmark/resource/TMDB/person26356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yoshiharu Ashino,https://www.scads.de/movieBenchmark/resource/TMDB/person90259,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
2,Eduard Cupák,https://www.scads.de/movieBenchmark/resource/TMDB/person1054321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Alex Hall,https://www.scads.de/movieBenchmark/resource/TMDB/person229891,,,,,,,,,Editing,,,,,,,,,,,,,,,,,,,
2,Jeyhun Mirzayev,https://www.scads.de/movieBenchmark/resource/TMDB/person1821507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Manuel Tejada,https://www.scads.de/movieBenchmark/resource/TMDB/person103971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode402765,1962-01-01,3,1962-03-06,1,,Pat Hand,,,,,,,,,,,,,,,,,,,,,,
0,James Yoshimura,https://www.scads.de/movieBenchmark/resource/TMDB/person297231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode501568,2003-01-01,5,2003-11-04,1,"'Delving further, and more imaginatively, into the evolution ofCharles Darwin than ever before, the Mark Steel Lecture takes thismodern hero off the ten pound note and into the present day. Wefollow him onto the Beagle and into the bedroom, and worry for hissanity as he fashions a turtle out of mashed potato. A tortured figure whose distress eventually forced him to take to hisbed and watch Animal Hospital and Countdown all day (probably), thisis the show that tells you things about Darwin you never knew -including his opinion on the taste of Galapagos tortoise urine.",Charles Darwin,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode198930,2005-01-01,8,2005-10-04,1,"Mike visits a coffee plantation in Hawaii and learns about the long process in how to make coffee, from picking the beans to roasting them.  Mike then goes to Sausalito, CA to be a marine mammal rescuer and help rehabilitate some injured seals.Finally, Mike learns about ostrich farming, from their daily upkeep to collecting their eggs.",Ostrich Farmer,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382468,2003-01-01,26,2003-02-19,1,,Episode 26,,,,,,,,,,,,,,,,,,,,,,
0,Татьяна Рогозина,https://www.scads.de/movieBenchmark/resource/TMDB/person2077920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cindy Lagerstrom,https://www.scads.de/movieBenchmark/resource/TMDB/person1881568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1038931,,18,,1,"Jacques has no favorite dishes when it comes to cooking and eating; he likes it all! Guava Delicioso, Chopped Chicken Livers with Spinach Salad, Glazed Salmon in Mirin, Silky Chestnut and Apple Puree, and Warm Chocolate Cakes with Apricot-Cognac Sauce show the diversity in Jacques' repertoire.",Fusion Flavors,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509383,2017-01-01,58,2017-07-19,1,Monty is disappointed by the ending of a story Gran reads to him and questions if you can change the way a story ends.,Same Old Story,,,,,,,,,,,,,,,,,,,,,,
0,Scott Ross,https://www.scads.de/movieBenchmark/resource/TMDB/person2220072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199074,2010-01-01,15,2010-11-21,6,Mikes learns how to make yarn from fleece and waxes hair off of his friend at a day spa.,Woolen Mill Operator,,,,,,,,,,,,,,,,,,,,,,
2,Horst Schulze,https://www.scads.de/movieBenchmark/resource/TMDB/person22843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311223,1999-01-01,12,1999-01-29,7,"'Gharty has a Vietnam flashback. Sheppard is placed back into rotation. Lewis asks Falsone to switch cases, as Lewis is still unsure about Sheppard's ability to be back on the street in the part of town where their call lies. Munch and MGee work a case where the victim was hit and run. One of the victim's possessions is a knife that has some meaning for Gharty, who later is able to recognize the tattoo found on the victim. Sheppard confronts Lewis about the case switch. She and Stivers talk more... after Stivers, working with Falsone, sees him ''''go off'''' on a potential witness... Munch and MGee find their hit and run vehicle, a rental SUV, whose renter claims to know nothing of the incident and says he had filed a stolen-vehicle report. Munch pulls the victim's DOD file and---for good measure---Gharty's! Munch, begins to spread doubts with the other detectives about Gharty's Vietnam experience, because the file tells him that Gharty had a less than honorable discharge. A kid, who had stol",The Same Coin,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694476,1959-01-01,24,1959-03-21,6,,The Tenderizer,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode498678,1999-01-01,6,1999-10-14,3,"Derek and Rob, trying to steal from Rodman's Department Store, get locked in the store overnight as the mannequins come to life.",Trouble in Store,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1522771,2018-01-01,7,2018-09-01,2,,Episode 7,,,,,,,,,,,,,,,,,,,,,,
0,Ester Namdar,https://www.scads.de/movieBenchmark/resource/TMDB/person2266012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode521732,1963-01-01,29,1963-04-29,1,"Amy Jensen is in charge of the Caldwell College Student Rodeo.  She volunteered for the job because she's got a very serious crush on family friend Stoney. Amy has visions of wedding bells, but Stoney may have other ideas.",A Girl Named Amy,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324181,2007-01-01,2,2007-09-16,6,It's moving day for both the Blacks and the Davids; Larry's prized Joe Pepitone jersey is lost at the dry cleaners; Larry's irked at Ted Danson's anonymous donation; Cheryl is grossed out by a semen stain on a guest-room quilt.,The Anonymous Donor,,,,,,,,,,,,,,,,,,,,,,
2,Ichiro Okouchi,https://www.scads.de/movieBenchmark/resource/TMDB/person1144162,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
2,Sérgio Vieira,https://www.scads.de/movieBenchmark/resource/TMDB/person2031664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thierry Guilmard,https://www.scads.de/movieBenchmark/resource/TMDB/person1412914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Stanley Baker,https://www.scads.de/movieBenchmark/resource/TMDB/person67449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1140274,2015-01-01,7,2015-11-24,3,Mary Jane's birthday takes a backseat to family drama.,If the Shoe Fits...,,,,,,,,,,,,,,,,,,,,,,
0,"Edward Wood, Earl of Halifax",https://www.scads.de/movieBenchmark/resource/TMDB/person2259339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ralf Harolde,https://www.scads.de/movieBenchmark/resource/TMDB/person101886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/movie75133,1994-01-01,,1994-06-01,,"Portugal 1813. A band of deserters, including Sharpe's old enemy, Obadiah Hakeswill, have captured two women, one the wife of a high-ranking English officer, and are holding them hostage for ransom. Sharpe is given the 60th Rifles and a Rocket troop, as well as his majority to rescue the women. But while Sharpe may be able to deal with his old enemy, he has yet to face a newer threat, the French Major Duclos.",Sharpe's Enemy,,,,,,en, Action,,Sharpe's Enemy,Released,,,,90,0,0,United Kingdom,"English, Magyar",,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1635607,2018-01-01,4,2018-11-30,1,,Episode 4,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1105999,2015-01-01,6,2015-10-14,3,,Episode 6,,,,,,,,,,,,,,,,,,,,,,
0,Angus Hudson,https://www.scads.de/movieBenchmark/resource/TMDB/person32260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1072957,2014-01-01,6,2014-06-17,1,,Episode 6,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode603444,1976-01-01,2,1976-01-05,1,"Huw can walk again. Ifor and Bronwen are married. lanto devotes himself to union work, but can still watch with interest as Owen's affection for Marged Evans begins to fade.",New Arrivals,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode516537,2007-01-01,9,2007-10-23,1,"In 1999, eight bodies are found in six barrels filled with acid in a former bank vault in rural Snowtown, 50 kilometres north of Adelaide. Their investigation was to lead police to discover another four victims, in and around Adelaide. Four men were charged with murder and other offences. Eventually it was proven that 11 were murdered and another woman severely dismembered. The horrific murders that occurred over a 7-year period involve torture, dismemberment, even cannibalism.",Snowtown: Bodies in the Barrels,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509346,2017-01-01,40,2017-04-28,1,"Jeanie thinks her computer game is awesome, but Monty wonders how it can be more fun than playing with friends in real life.",Techno Monty,,,,,,,,,,,,,,,,,,,,,,
2,Jacques Weber,https://www.scads.de/movieBenchmark/resource/TMDB/person24683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Thomas Jane,https://www.scads.de/movieBenchmark/resource/TMDB/person11155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199037,2009-01-01,4,2009-01-27,5,"Mike heads to Meridian, California to find out what it takes to harvest walnuts. Then he spends some time in Tulelake where he learns how to make goose down pillows and comforters.",Goose Down Plucker,,,,,,,,,,,,,,,,,,,,,,
,TVB,https://www.scads.de/movieBenchmark/resource/TMDB/company176,,,,,,,HK,network,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode549437,1999-01-01,15,1999-06-12,1,"At the Croesus Palace Casino, Mona sings her heart out to the delight of her fans including Ace. She's the finalist of the Golden Voice Award for the best new song. Someone then throws a bouquet of flowers on the stage but it also contain deadly snakes. Ace saves Mona while Cosmo tries to go after the suspect. Unfortuately, Spade and Diamond gets in the way, allowing the suspect to escape. Later, Ace and Cosmo learned that it's not the first time Mona has been threaten. Even Mona's father, Black Jack concerned for her safety and insists that she drops out of the competition. She tells him off and goes with Ace to the Sensa-News studios after losing Spade and Diamond who when they were suppose to watch over her. Mona has to introduce the other nominees: Nesh Divine, whose Cosmo's favorite singer. And Demonia Deadly, a heavy metal singer bent on winning. Nesh recieves an ordinary box of candy which is actually a box of deadly spiders which are loose in her trailer. Ace helps her stop the",Golden Voice,,,,,,,,,,,,,,,,,,,,,,
0,David Ritchie,https://www.scads.de/movieBenchmark/resource/TMDB/person1353641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694439,1957-01-01,22,1957-02-17,4,,Tension,,,,,,,,,,,,,,,,,,,,,,
0,Carl Franklin,https://www.scads.de/movieBenchmark/resource/TMDB/person21712,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
0,Girija,https://www.scads.de/movieBenchmark/resource/TMDB/person1092805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eli Skorcheva,https://www.scads.de/movieBenchmark/resource/TMDB/person1903993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324144,2005-01-01,5,2005-10-30,5,"'When Richard Lewis finds out he needs a kidney transplant, he finds two friends who match him, leaving them to decide who ''''gets'''' to give up their organ.",Lewis Needs A Kidney,,,,,,,,,,,,,,,,,,,,,,
0,Rolf Beuckert,https://www.scads.de/movieBenchmark/resource/TMDB/person1746789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Erika Johnson,https://www.scads.de/movieBenchmark/resource/TMDB/person2068642,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182395,2013-01-01,7,2013-07-14,5,"Brock goes undercover to rescue a volunteer undercover operative helping the OSI track down the Council of 13, and ends up in a night club...",Bot Seeks Bot,,,,,,,,,,,,,,,,,,,,,,
,ABC,https://www.scads.de/movieBenchmark/resource/TMDB/company18,,,,,,,AU,network,,,,,,,,,,,,,,,,,,,,
0,Derya Erguven,https://www.scads.de/movieBenchmark/resource/TMDB/person1603226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mamata Shankar,https://www.scads.de/movieBenchmark/resource/TMDB/person545143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,John Bleasdale,https://www.scads.de/movieBenchmark/resource/TMDB/person1258314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Javier Guzman,https://www.scads.de/movieBenchmark/resource/TMDB/person221187,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1227918,2016-01-01,2,2016-10-03,3,Baz and the mammies head to New Orleans to undertake more death-defying challenges.,New Orleans,,,,,,,,,,,,,,,,,,,,,,
2,Phil Traill,https://www.scads.de/movieBenchmark/resource/TMDB/person78562,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382463,2003-01-01,21,2003-02-11,1,,Episode 21,,,,,,,,,,,,,,,,,,,,,,
0,Joe Celeste,https://www.scads.de/movieBenchmark/resource/TMDB/person1881563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,David Westhead,https://www.scads.de/movieBenchmark/resource/TMDB/person85629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Michal Dosedla,https://www.scads.de/movieBenchmark/resource/TMDB/person1986099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Stephen Lord,https://www.scads.de/movieBenchmark/resource/TMDB/person161960,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311168,1996-01-01,3,1996-10-18,5,"A riot breaks out at the prison, where two inmates are killed. The squad goes to the scene, but Frank must still stay behind. Bayliss, Lewis, Kellerman and Howard interview the inmates; many of them have familiar faces. Frank works on his target practice. Bayliss thinks that one inmate really wanted to tell him something, so he puts together a deal to get the information. The inmate confesses to the murder and Bayliss doesn't believe him. Another riot breaks out and the truth is finally discovered.",Prison Riot,,,,,,,,,,,,,,,,,,,,,,
2,Ivan Andonov,https://www.scads.de/movieBenchmark/resource/TMDB/person28761,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
0,Peter Netley,https://www.scads.de/movieBenchmark/resource/TMDB/person2153565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Timothy Hutton,https://www.scads.de/movieBenchmark/resource/TMDB/person16327,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
0,Laura De Palma,https://www.scads.de/movieBenchmark/resource/TMDB/person1857437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode513358,1974-01-01,10,1974-01-25,1,,Rock-a-Bye,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694471,1959-01-01,19,1959-02-08,6,,The Black Lace Valentine,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode498673,1999-01-01,1,1999-09-09,3,"Selfish Shauna, unwlling to share even her most neglected toys with he younger sister Katie, spitefully hides Sharon Sharalike, the new doll that they've just recieved.  But Shauna learns a lesson when she hears Sharon crying in the dead of night and comes to disover that the doll has mysteriously come to life.",Sharon Sharalike,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509309,2016-01-01,5,2016-06-24,1,"When Stan and Violet ask Monty to tidy his room, they suggest he turn it into a game to make it more fun. However, Monty begins to question whether it is possible to do this.",Cosmic Clean-Up,,,,,,,,,,,,,,,,,,,,,,
2,Marc Donato,https://www.scads.de/movieBenchmark/resource/TMDB/person112600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode972038,2014-01-01,7,2014-02-14,2,"Despite some friction, the Walkers deepen their friendship with the Underwoods. But it's all-out war between Francis and Tusk.",Chapter 20,,,,,,,,,,,,,,,,,,,,,,
1,Delia Fine,https://www.scads.de/movieBenchmark/resource/TMDB/person67634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ely Bam‘s,https://www.scads.de/movieBenchmark/resource/TMDB/person2150404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Holly Dale,https://www.scads.de/movieBenchmark/resource/TMDB/person163198,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
2,Robert Dawson,https://www.scads.de/movieBenchmark/resource/TMDB/person1604352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Toa Yukinari,https://www.scads.de/movieBenchmark/resource/TMDB/person1139912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mathieu Blanc,https://www.scads.de/movieBenchmark/resource/TMDB/person2259334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jiří Adamíra,https://www.scads.de/movieBenchmark/resource/TMDB/person548077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nicholas Ofczarek,https://www.scads.de/movieBenchmark/resource/TMDB/person233964,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode463136,1961-01-01,32,1961-05-29,2,,Errand of Mercy,,,,,,,,,,,,,,,,,,,,,,
2,Abner Biberman,https://www.scads.de/movieBenchmark/resource/TMDB/person30239,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
0,Martin Manulis,https://www.scads.de/movieBenchmark/resource/TMDB/person234678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DEFA-Studio für Dokumentarfilme,https://www.scads.de/movieBenchmark/resource/TMDB/company72750,,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1105994,2015-01-01,1,2015-09-09,3,,Episode 1,,,,,,,,,,,,,,,,,,,,,,
1,Susan Anspach,https://www.scads.de/movieBenchmark/resource/TMDB/person95788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1072952,2014-01-01,1,2014-05-13,1,,Episode 1,,,,,,,,,,,,,,,,,,,,,,
2,Alois Jirásek,https://www.scads.de/movieBenchmark/resource/TMDB/person1335369,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/movie25746,2008-01-01,,2008-01-26,,"Set in Tokyo in 1940, the peaceful life of the Nogami Family suddenly changes when the father, Shigeru, is arrested and accused of being a Communist. His wife Kayo works frantically from morning to night to maintain the household and bring up her two daughters with the support of Shigeru's sister Hisako and Shigeru's ex-student Yamazaki, but her husband does not return. WWII breaks out and casts dark shadows on the entire country, but Kayo still tries to keep her cheerful determination, and sustain the family with her love. This is an emotional drama of a mother and an eternal message for peace.",Kabei: Our Mother,,,,,,ja,Family,,母べえ,Released,,,,133,0,0,Japan,日本語,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode516532,2005-01-01,11,2005-08-01,1,"'CI investigates into two of the most infamous unsolved mysteries in Australian criminal history are examined in The Wanda Beach Murders and The Beaumont Children Mystery.In 1965, when Australian teenage culture was centred on sun, sand, and surf, the nation was shocked by the brutal bashing, rape and murder of two 15-year-old girls in the sand hills at Sydney's Wanda Beach.A massive police hunt failed to find the killer but now, more than 40 years later, there is growing evidence that he could be a known psychotic murderer. A year later, on an Australia Day outing to a beach in Adelaide, three small children, Jane, Arnna, and Grant Beaumont, disappeared suddenly and without a trace. Were they abducted by the man seen playing with them at the beach, or were they buried in an accident, as claimed by a world-famous clairvoyant who was flown to Adelaide from Europe by the media and concerned local citizens? Are they still alive?",The Wanda Beach Murders/Beaumont Children Mystery,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1439887,2018-01-01,4,2018-03-12,1,,Episode 4,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509341,2017-01-01,35,2017-04-21,1,"When Stan is too scared to go into the cellar, Monty wonders if even adults get scared.",Bold Knight,,,,,,,,,,,,,,,,,,,,,,
,France 2,https://www.scads.de/movieBenchmark/resource/TMDB/company361,,,,,,,FR,network,,,,,,,,,,,,,,,,,,,,
1,Katie Gabriel,https://www.scads.de/movieBenchmark/resource/TMDB/person1335179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
