id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.okkam.org/ontology_restaurant1.owl#name,entityUrl,http://www.okkam.org/ontology_restaurant1.owl#phone_number,http://www.okkam.org/ontology_restaurant1.owl#has_address,http://www.okkam.org/ontology_restaurant1.owl#category,http://www.okkam.org/ontology_restaurant1.owl#is_in_city,http://www.okkam.org/ontology_restaurant1.owl#street
328,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City53,,,,,
329,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,tillerman,http://www.okkam.org/oaie/restaurant1-Restaurant73,702/731-4036,http://www.okkam.org/oaie/restaurant1-Address73,seafood,,
330,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address0,,,,http://www.okkam.org/oaie/restaurant1-City0,435 s. la cienega blv.
331,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address89,,,,http://www.okkam.org/oaie/restaurant1-City89,3434 peachtree rd.
332,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City23,,,,,
333,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,lespinasse,http://www.okkam.org/oaie/restaurant1-Restaurant43,212/339-6719,http://www.okkam.org/oaie/restaurant1-Address43,american,,
334,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address59,,,,http://www.okkam.org/oaie/restaurant1-City59,11 e. 53rd st.
335,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City95,,,,,
336,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,locanda veneta,http://www.okkam.org/oaie/restaurant1-Restaurant13,310/274-1893,http://www.okkam.org/oaie/restaurant1-Address13,italian,,
337,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address29,,,,http://www.okkam.org/oaie/restaurant1-City29,854 7th ave.  between 54th and 55th sts.
338,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address90,,,,http://www.okkam.org/oaie/restaurant1-City90,3434 peachtree rd.
