id,price,manufacturer,description,title,entityUrl
1479,5399.99,adobe,acrobat distiller svr v6-cd sun 100u 42050106 adobe,adobe 42050106 acrobat distiller svr v6-cd sun 100u,http://www.google.com/base/feeds/snippets/18395209041486825295
1480,49.95,,computrace lojack for laptops is a software-enabled recovery service that allows law enforcement to recover stolen laptops. if your laptop is stolen and isn t recovered within 30 days we will refund your purchase of lojack for laptops. system ...,computrace lojack for laptops - 1 year license (win 2000 xp),http://www.google.com/base/feeds/snippets/18396085441922746096
1481,9.99,,over 8000000 sold! used by fortune 500 companies and top government agencies for training learn2 training for microsoft powerpoint will walk you through the process of learning the world's most popular presentation software for pcs. learn2 training ...,learn2 training for microsoft powerpoint (win 95 98 me nt 2000 xp),http://www.google.com/base/feeds/snippets/18395637668335924867
1482,25.99,,boost growing minds with the brain-building activities of brain play! learn important reading math logic and typing skills on cd-roms and then practice skills with a comprehensive workbook that reinforces learning lessons.system requirements: ...,brain play preschool - 1st grade,http://www.google.com/base/feeds/snippets/18395874674910243298
1483,31.98,,be sys recovery 7.0 win sbs ed media cd m/l,symantec 11859201 be sys recovery 7.0 win sbs ed media cd m/l,http://www.google.com/base/feeds/snippets/18391195855196917401
1484,27,,,panda software ent sec 2006 w/ truprevent 5k+ 2yr - b2pesa6j-edu,http://www.google.com/base/feeds/snippets/18391278861636204647
1485,397,,free shipping available isi researchsoft 5331 upgrade endnote x1 5u wkstn win - plus $10 off w/ ebillme *free shipping* plus $10 off if you use ebillme,isi researchsoft 5331 upgrade endnote x1 5u wkstn win - plus $10 off w/ ebillme *free shipping*,http://www.google.com/base/feeds/snippets/18390746737637089223
1486,16,,,emc securid appl mnt - ent/ std 9mo per u 2505-3500 - app0003500es9,http://www.google.com/base/feeds/snippets/18390546853580396071
1487,309.99,,backup exec 10dwindows advanced disk backup optionv10.1 e/f/g/s/i/j/c/kfull package product,backup exec 10d win adv disk v10.1 e/f/g/s/i/j/c/k full pk,http://www.google.com/base/feeds/snippets/18392335669009428265
1488,537.57,,crystal reports xi professional edition - complete package - 1 user - win - french,crystal reports xi professional edition - complete package,http://www.google.com/base/feeds/snippets/18392141725886908183
1489,16,,,emc securid appl mnt - ent/ std 17mo per u 2k5-25k - app0025000es17,http://www.google.com/base/feeds/snippets/18392872621013275757
1490,490.74,ca - retail,oem 1yr etrust pestpatrol r8.1 ed for win 30u lics product only,ca - retail etrpp81oem30a,http://www.google.com/base/feeds/snippets/18391701831468573569
1491,28.06,masque publishing,classic game trio (win 95 98 me nt 2000 xp/mac 8.6-9.x(classic) x v10.1 or higher),masque publishing 10226 classic game trio win 95 98 me nt 2000 xp/mac 8.6-9.xclassic x v10.1 or higher,http://www.google.com/base/feeds/snippets/18391505970299025022
1492,15.95,,this game of logic and strategy will enhance even the most seasoned mind. get into the puzzle craze! hours and hours of addictive kakuro puzzle. create and solve your own puzzles. make your own playing boards or choose various themes. easy to learn,sos aggregation company - 100800104 - buku karkuro - topware interactive,http://www.google.com/base/feeds/snippets/18391914133104937904
1493,14.86,,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,fleetwood mac yamaha - 503620 - fleetwood mac - rumours - smart pianosoft,http://www.google.com/base/feeds/snippets/18391874122159469381
1494,44,,,panda software govt entsec truprevent 10-25u 2yr - ub2pesapra-gov,http://www.google.com/base/feeds/snippets/18388043392791017514
1495,226.65 gbp,,the standby remains inactive unless the primary firebox ceases to respond to a connection on a specified heartbeat channel over a selected firebox interface (eg trusted or external). if no response is received across the network from the primary ...,watchguard wg3900 high availability for firebox ii uk,http://www.google.com/base/feeds/snippets/18388258643346032817
1496,199.99,,stay protected from the latest online threats. norton internet security(tm) 2008 runs quietly in the background to detect & block today's complex threats. the components in norton internet security including antispyware antivirus firewall & ...,norton internet security 2008 10 user,http://www.google.com/base/feeds/snippets/18388359068656820969
1497,3621.61,,inv pro 08 com legacy slm sub req dvd,autodesk 46206-051462-h010 inv pro 08 com legacy slm sub req dvd,http://www.google.com/base/feeds/snippets/18388451726220202579
1498,164.58,,isi researchsoft 6201 reference manager 11 single user edition 0787731062117,isi researchsoft 6201 reference manager 11 single user edition 0787731062117,http://www.google.com/base/feeds/snippets/18387281427311179638
1499,335.99,,intuit inc 299529 - flat $5 shipping! 14 in stock as of 08/13/07 06:58 pm. avoid backorders with us!,intuit inc 299529 qb prem mfg & whlesle 07 (intuit inc 299529),http://www.google.com/base/feeds/snippets/18387306349260922373
1500,39.15,,the emedia rock guitar method cd-rom makes learning fun and easy with over 100 audio and video-enhanced guitar lessons. the innovative teaching style presents rocksongs chords riffs and gear tips in an excitingfast-paced learning format that ...,emedia rock guitar method (win 95 98 me nt 2000 xp/mac 8.0),http://www.google.com/base/feeds/snippets/18387344743770716829
1501,866.31,,c++builder 2007 pro dvd new user,borland cpb0007wwfs190 c++builder 2007 pro dvd new user,http://www.google.com/base/feeds/snippets/18387914796612978278
1502,14.86,,in this dvd session rick gives his personal insights on achieving effective and powerful results in your slide playing. he covers a wide range of topics which include his invaluable tips on: setting up your guitar correctly to achieve great slide ...,rick vito - 320535 - rick vito - complete guide to slide guitar,http://www.google.com/base/feeds/snippets/18389569637497799344
1503,17,,,emc securid appl mnt - entupg /ext 22mo per u 1005-150 - app0001500ue22,http://www.google.com/base/feeds/snippets/18389544592897632001
1504,68.99,,textbridge pro 11 is the simple and fast way to convert paper into editable electronic documents saving time and increasing productivity. new ocr engines are designed to deliver the most accurate textbridge results ever.,scansoft textbridge pro v.11,http://www.google.com/base/feeds/snippets/18389772286278704810
1505,431.16,,bab r11.5 sp1 dro win m/l cd,computer associates babwbr1151s05 bab r11.5 sp1 dro win m/l cd,http://www.google.com/base/feeds/snippets/18389952572089446651
1506,10.95,,the sons of hercules have long been the special agents of the gods. when ulysses incurs the anger of zeus by blinding the cyclops the gods send heracles the bravest of the sons to capture him and bring him to justice. the hero and his prisoner ...,ulysses against the son of hercules (mv),http://www.google.com/base/feeds/snippets/18388960920180955175
1507,762.95,,model- ms28736nt vendor- microsoft features- windows terminal svr cal 2003 english microsoft license pack user 5 pack calmanufacturer warranty: 90 days,win 2003 ter svr cal 5pk microsoft r19-00846,http://www.google.com/base/feeds/snippets/18389048469504944658
1508,369,,,microsoft ov l/sa win comp clst ed 1yr/acqy3 add prd - 73l-00098,http://www.google.com/base/feeds/snippets/18388974833352339730
1509,11.95,,the most complete learning system! super-fun activities: over 430 in all! core subjects: english math and science! motivating rewards ensure learning! put your child a step ahead! watch your child s grades take off with this comprehensi,smart steps - 4th grade (jc),http://www.google.com/base/feeds/snippets/18386073325514862606
1510,1837.2,,hp proliant essentials server migration pack - license - 10 migrations - win,hp proliant essentials server migration pack - license,http://www.google.com/base/feeds/snippets/18386091231575396656
1511,32.99,,turn digital photos into memories with iremember. easily create stunning scrapbooks your family will treasure for a lifetime. use templates to create a page in minutes! drag and drop pictures from iphoto? crop resize and arrange them on your ...,iremember 2.0 - intriguing development,http://www.google.com/base/feeds/snippets/18385266399097496621
1512,548.77 gbp,,symantec backup exec system recovery server edition business pack - ( v. 7.0 ) - complete package + 1 year basic maintenance - 1 user - cd - win - multi free delivery when ordered today. see full range of symantec products online. symantec backup ...,symantec backup exec system recovery server edition business pack - ( v. 7.0 ) - complete package + 1 year basic maintenance - 1 user - cd - win - multi,http://www.google.com/base/feeds/snippets/18385427608623180233
1513,381.43 gbp,,turbo c professional is an extensible and customizable solutionincluding 200+ pre-built drag and drop components providingeverything you need to start real c development today as well asan extendable environment for build-your-own and third ...,turbo c pro ed - codegear - tsb1310wwfs180,http://www.google.com/base/feeds/snippets/18385216816655836269
1514,400.03 gbp,,crystal reports can help you create flexible high-fidelity reportsand tightly integrate them into applications. learn how thefollowing groups of features make it a world standard forenterprise reporting. crystal reports allows developers to ...,crystal reports xi developer edition - business objects - w-1rd-e-wx-00,http://www.google.com/base/feeds/snippets/18385107380613832555
1515,99.99,,learn how to unleash your creative potential with advanced tutorials on the industry's most advanced authoring environment for creating interactive websites. you will learn scripting basics and then dive into how actionscript works and how and where ...,total training for advanced flash 8 - action script,http://www.google.com/base/feeds/snippets/18387240525609755663
1516,19.99,knowledge adventure,along with val and favorite jumpstart friends children enjoy eight beginning reading activities helping them become enthusiastic and confident readers. jumpstart reading with karaoke is a new and effective way to help children develop important ...,knowledge adventure 20033 jumpstart reading with karaoke,http://www.google.com/base/feeds/snippets/18387170188665857199
1517,11.66,,this book provides an introduction to application development using sas/af and frame entries. geared to the sas/af beginner the instruction and examples can be used with sas 8.1 through sas.9. in just a few steps youll develop a graphical user ...,getting started with sas/af(r) and frames,http://www.google.com/base/feeds/snippets/18394684244233453096
1518,9.75,,platform: windows & macintosh publisher: arc media packaging: jewel case make sure you've got the right moves for your party. 101 shooters includes cocktails snacks and party ideas to make your next event a success. what liquor goes in which type of ...,home bartending - 101 shooters,http://www.google.com/base/feeds/snippets/18391095906680955632
1519,15.1 gbp,,take command of microsoft access 2000. 0-7356-0592-0,access 2000 vb for applications fundamentals - microsoft press - 0-7356-0592-0,http://www.google.com/base/feeds/snippets/18390118973303367726
1520,290.59 gbp,,monarch allows business users to easily extract analyze and exportdata from existing reports?without programming?puttingan end to flipping through thick reports and re-keying data intospreadsheets or waiting for it to provide access to needed ...,monarch std (v9.0) retail box - datawatch - fpm32c090-a01,http://www.google.com/base/feeds/snippets/18388881243571138633
1521,86.33 gbp,,every computer suffers from factors that degrade their file systemperformance but with hundreds or thousands of workstations on anetwork installing and configuring diskeeper on all of them couldbe a time-consuming task. that is without diskeeper ...,diskeeper 2007 administrator win up 1-pk - diskeeper corporation - 121771,http://www.google.com/base/feeds/snippets/18387053149502077750
1522,22.37,,tlp flashpaper 2 win esd1,adobe 38018944dm tlp flashpaper 2 win esd1,http://www.google.com/base/feeds/snippets/18383194708182428806
1523,19.95,,introducing the guitar with chords and strumming. cd-rom software. with cd-rom. 9x12 inches. published by emedia. hal leonard is pleased to introduce this multimedia cd-rom series from emedia music the leading publisher of music instruction ...,beginner's guitar course vol. 1,http://www.google.com/base/feeds/snippets/18383335775964760042
1524,236.74,,brand new factory sealed software or accessories from a pro merchant. over 1 million new and used books movies games software and cds available. in business since 1986. satisfaction guaranteed.we offer free shipping when you purchase five or ...,adobe dreamweaver cs3 upgrade windows,http://www.google.com/base/feeds/snippets/18383405503824080160
1525,8.95,,trying to find the perfect after dinner drink? not sure what you can mix with the liquor you already have? snap! 10000 drink recipes is the solution to all your beverage needs. from cocktails to bar drinks you can find practically any recipe with t,10000 drink recipe - snap,http://www.google.com/base/feeds/snippets/18383594456090582739
1526,9.95,,see this amazing virtual phenomenon for yourself! view marine life so vibrant you won t believe your eyes! gorgeous details have gone into creating the high-resolution 3d fish models and reef tank for an indescribably realistic effect. achieve ...,marine aquarium + sharks (win 98 me 2000 xp),http://www.google.com/base/feeds/snippets/18382903514613113420
1527,19.38,encore inc,midway arcade treasures (win 98 me 2000 xp),encore inc 28453 midway arcade treasures win 98 me 2000 xp,http://www.google.com/base/feeds/snippets/18383108968754488314
1528,44.95,,book: the photoshop cs2 book for digital photographers by scott kelby the photoshop cs2 book for digital photographers - scott kelby the best-selling photoshop author in the world today once again takes this book to a whole new level as he uncovers ...,pearson education book: the photoshop cs2 book for digital photographers photoshop software,http://www.google.com/base/feeds/snippets/18382710725047504863
1529,154.99,microsoft,microsoft data analyzer is an easy-to-use data analysis tool that makes sophisticated business intelligence accessible to all users regardless of technical expertise. microsoft data analyzer is an easy-to-use data analysis tool that makes ...,microsoft ho2-00003 data analyzer 2002 - complete package - 1 user,http://www.google.com/base/feeds/snippets/18381906790026125106
1530,23.28 gbp,,developing microsoft® visio® solutions is thecomprehensive guide for any software developer system analyst architect engineer cad program user or advanced computer userwho wants to tap directly into the programming power of visio 2002.it ...,visio developing solutions - microsoft press - 0-7356-1353-2,http://www.google.com/base/feeds/snippets/18382298647561420163
1531,22.13,,legendary guitarist norman blake teaches flatpicking fundamentals and a variety of bluegrass and old-time country guitar techniques that have made him a hero to acoustic players everywhere. he explores arrangements for several favorite songs and ...,homespun - 641604 - norman blake's guitar techniques - dvd 1: songs instrumentals and styles,http://www.google.com/base/feeds/snippets/18384650377109692103
1532,29.95,,key features & specifications: next-generation integrated motion tracking technology provides unique 3d control and smooth intuitive movement. extended hardcore gaming sessions result in less hand fatigue. experience thrilling new gameplay control. ...,edimensional g-pad pro for playstation (playstation ii),http://www.google.com/base/feeds/snippets/18384763395194265858
1533,27.78 gbp,,today's distributed mobile workforce requires secure remote access to corporate network resources. network security administrators need a vpn client solution that is simple to deploy manageable and completely secure. netgear's prosafe vpn client ...,prosafe vpn client software single user - netgear inc. - vpn01l,http://www.google.com/base/feeds/snippets/18384385996318614203
1534,7.5,,children - ages 3 to 8 everyone knows there's no such thing as ghosts... so who is haunting the schoolhouse taking the toys & practically scaring the scales off of all the guppies? good thing super-sleuths freddi fish & luther are on the case. ...,freddi fish 2 - case of haunted schl hse,http://www.google.com/base/feeds/snippets/18384366678790095384
1535,157.34,adobe,upg freehand 11 mac eng cd 1u upg from 9.x,adobe 38000655,http://www.google.com/base/feeds/snippets/18384570736596065295
1536,175.97,,the pristine bosendorfer 290 piano library has finally captured all of the beauty of this piano. up to 16 velocity layers true release samples true re-pedalling and two different microphone positions (close and ambient) for ultimate ambience ...,east west bosendorfer 290,http://www.google.com/base/feeds/snippets/18384557845547191313
1537,2660,,,emc reinstate fee 250u base svr - reinstate-b-250,http://www.google.com/base/feeds/snippets/18384167455827711983
1538,889.99,,mom standard ops mgmt lic 2005 english mlp 5 oml,mom standard ops mgmt lic 2005 english mlp 5 oml,http://www.google.com/base/feeds/snippets/18384136689746651786
1539,9.99,,kaplan has helped more than 3 million students score higher on admission exams and get into the nation's top colleges and universities. our effective program of practice review and test-taking strategies has made higher score sat/act/psat the best,kaplan sat/act/psat express,http://www.google.com/base/feeds/snippets/18384280629938052082
1540,99.9,,full version standard license package type: retail for 1 user/s mpn: 10529224,symantec symantec pcanywhere 12 0 host remote,http://www.google.com/base/feeds/snippets/18384214908341178781
1541,14,,,emc securid appl mnt - entupg /std 8mo per u 105-150 - app0000150us8,http://www.google.com/base/feeds/snippets/18383682878758881374
1542,23,,,emc securid appl mnt - entupg /ext 20mo per u 10-25 - app0000025ue20,http://www.google.com/base/feeds/snippets/18383894826987548251
1543,61.06,,total internet protection,internet security suite 2007 home protection pack xl box,http://www.google.com/base/feeds/snippets/18427191929555331953
1544,16.95,,,emedia essential bass guitar dvd,http://www.google.com/base/feeds/snippets/18427202789383020961
1545,29.95,,for almost two decades learn2 has helped over 8000000 consumers including professionals from fortune 500 companies and government agencies to enhance their computer skills. now learn2 offers the same innovative virtual curriculum to newcomers ...,microsoft office and windows training (win 98 me nt 2000 xp),http://www.google.com/base/feeds/snippets/18427221955987040627
1546,29.36,,the 1 greeting card software.,hallmark card studio 2006,http://www.google.com/base/feeds/snippets/18427441766979913551
1547,205.98,,sunburst t02918 voyage of the mimi 020626029186,sunburst t02918 voyage of the mimi 020626029186,http://www.google.com/base/feeds/snippets/18427502392089036473
1548,2.99,,use coupon code gb5off for $5 off $20 purchase. high quality generic inkjet cartridge for the following printers: compatible with: epson stylus color 400 / 600 / 800 / 800n / 800ne / 850 / 850n / 850ne / 1520 quality and satisfaction guaranteed! ...,epson s020089 compatible color ink cartridge,http://www.google.com/base/feeds/snippets/18427513736767114578
1549,13,,,emc keon cert auth mnt 9x5 per/u 800001-900000u - kcamnt-900000,http://www.google.com/base/feeds/snippets/18427779526109249453
1550,14.86,,one of today's most influential jazz-rock guitarists grammy-winner larry carlton puts his talent to work for you in two areas of specialization: blues and chord substitution. the blues section deals with imitation theme development extended ...,larry carlton hal leonard - 320412 - larry carlton,http://www.google.com/base/feeds/snippets/18427958111460583787
1551,17.99,symantec,sam for sgs 2.0.1-cd media pack 10224076 symantec,symantec 10224076 sam for sgs 2.0.1-cd media pack,http://www.google.com/base/feeds/snippets/18424772291147437636
1552,28.5,,passwords plus - ( v. 1.0 ) - complete package - 1 user - win palm os - 128-bit,passwords plus ( v. 1.0 ) - complete package,http://www.google.com/base/feeds/snippets/18424464601572004274
1553,10,encore,deal yourself in! hoyle card games offers 18 of your favorite card games complete with tutorials for minutes or hours of fun. features: ^^ features multiple computer-controlled opponents adjustable skill levels and 18 classic games ^^ create your ...,encore 10025 hoyle card games for pc,http://www.google.com/base/feeds/snippets/18425416409544307946
1554,32.91,,epson s041886 story teller 8 x 10 20 pages,epson s041886 story teller 8 x 10 20 pages,http://www.google.com/base/feeds/snippets/18425596514092797479
1555,537.65 gbp,,adobe photoshop cs3 software accelerates your path from imaginationto imagery. ideal for photographers graphic designers and webdesigners the professional standard delivers new features such asautomatic layer alignment and blending that enable ...,adobe photoshop cs3 (v10.0) mac - adobe - 13102488,http://www.google.com/base/feeds/snippets/18425560247022266254
1556,19,,,emc auth mgr mnt ent/std9x5 13m per/u 1505-2000u - aut0002000es13,http://www.google.com/base/feeds/snippets/18425799476965478516
1557,167.87 gbp,,adobe flash cs3 professional software is the most advancedauthoring environment for creating rich interactive content fordigital web and mobile platforms. create interactive websites rich media advertisements instructional media presentations ...,adobe flash cs3 (v9.0) pro win up from flash pro-basic - adobe - 38039489,http://www.google.com/base/feeds/snippets/18425990585802870010
1558,499,,full version package type: retail for 10 client/s 1 server/s cd-rom dvd-rom mpn: ma613za,apple apple mac os x server 10 4 7 10 client,http://www.google.com/base/feeds/snippets/18422892267475594445
1559,25.99,,everybody likes the zoo. and why not casual walks exotic animals and fried foods are good fun. managing a zoo of your very own is even better. zoo tycoon challenges you to build a zoo one path tile one iron-reinforced fence and one animal at a ...,zoo tycoon for windows,http://www.google.com/base/feeds/snippets/18422623903556262295
1560,12,,,panda software upg to cltshld 2006 trupr ev cltshld 51-100 1yr - ub1cs6c-gov,http://www.google.com/base/feeds/snippets/18422752499559886630
1561,53.99,emedia,learn to play lead guitar and more! everything you need to take your playing beyond basic chords/melodies. new techniques are demonstrated in over 175 lessons with full-motion video variable-speed. emedia's intermediate guitar method interactive/ ...,emedia eg04025 intermediate guitar method - complete package,http://www.google.com/base/feeds/snippets/18423412970630780827
1562,24,,,emc auth mgr mnt ent/ext 8m per/u 155-250u - aut0000250ee8,http://www.google.com/base/feeds/snippets/18422948854428675879
1563,12.99,,learning about time money and fractions can be challenging for many children. the detailed instructions and clear examples in this time money & fractions workbook will build your child's confidence and understanding.,time money & fractions grades 1-2 workbook & cd-rom,http://www.google.com/base/feeds/snippets/18423703065025887231
1564,47.74 gbp,,powerful protection and performance enhancement 10930721,norton systemworks 2007 premier up - symantec - 10930721,http://www.google.com/base/feeds/snippets/18423816476684578073
1565,17.97,,destineer inc 10307 : age of mythology a game that transports players to a time when heroes did battle with monsters of legend and the gods intervened in the affairs of mortal men. taking on the role of one of nine ancient civilizations players ...,destineer inc 10307 - age of mythology (mac 8.6-9.x (classic) x v10.1 or higher),http://www.google.com/base/feeds/snippets/18424334149556003404
1566,53.99,emedia,features step-by-step lessons using full-motion video and over 200 songs/exercises. includes songs by dylan and others features step-by-step lessons using full-motion video and over 200 songs/exercises. includes songs by dylan and others.system ...,emedia eg03014 bass method os x,http://www.google.com/base/feeds/snippets/18424247759201075212
1567,18,,,panda software ae gatedef 8100 antispam mod 251-500u 3yr - b3pgdbase-edu,http://www.google.com/base/feeds/snippets/18421124335830202729
1568,1995.12,,gov open sa project svr w9x nt,microsoft h22-00301 gov open sa project svr w9x nt,http://www.google.com/base/feeds/snippets/18422068306669698354
1569,98.99,,,upgr:op6 pro 100 to op7 pro 100,http://www.google.com/base/feeds/snippets/18421616891579857627
1570,5788,,,ca olp bps midsize bus win r2 base+50u lic 2y entmnt - cabpmsnaen200c5,http://www.google.com/base/feeds/snippets/18422311975415640989
1571,279.95,,the adobe design premium bundle is a collection of tools geared for creative professionals that work in both print and web mediums. while similar to the web premium bundle this video series also includes training on indesign cs3. let total training ...,total training for adobe creative suite 3 design premium,http://www.google.com/base/feeds/snippets/18422266773656246362
1572,5173.98,,vmware infrastructure enterprise edition - product upgrade license - 2 processors - upgrade from starter edition - linux win nw,vmware infrastructure enterprise edition - product upgrade license,http://www.google.com/base/feeds/snippets/18422228044445293638
1573,604.5,quark inc,quarkxpress passport version 7 upgrade single user mac/win,quark inc qrkxppsptversion7 ugdsingleuser mac/win 122217,http://www.google.com/base/feeds/snippets/18422522901850716672
1574,89.93 gbp,,storageworks enterprise backup solution + tivoli storage manager - complete package ( 2 months ) - 1 user - evaluation - cd - win solaris tru64 - english free delivery when ordered today. see full range of hewlett-packard products online. compaq ...,storageworks enterprise backup solution + tivoli storage manager - complete package ( 2 months ) - 1 user - evaluation - cd - win solaris tru64 - english,http://www.google.com/base/feeds/snippets/18422515088050583214
1575,23.09,sony online entertainment inc,everquest: titanium (win 2000 xp),sony online entertainment inc 41032 everquest: titanium win 2000 xp,http://www.google.com/base/feeds/snippets/18422327928504968692
1576,314,,,nuance communications inc. upgrade to dragon naturallyspeaking v8 legal solutions from professional v6 and up (govt) olp - a590a-sf2-8.0,http://www.google.com/base/feeds/snippets/18433022834718595255
1577,20.95,,now all the blood sweat and fear from tom clancy's ghost recon the acclaimed special forces combat series has been assembled into one bone-jarring gold edition! in ghost recon the ghosts mobilize to eastern europe to neutralize an army of ...,ghost recon gold edition (dvd-rom),http://www.google.com/base/feeds/snippets/18420156205559716860
1578,29.99,,,upg conn sec shell 2007 5u,http://www.google.com/base/feeds/snippets/18420075149400672534
1579,19,,,trend micro nlp scanmail domino add upg 2001-5ku - smua0007,http://www.google.com/base/feeds/snippets/18420699270121125398
1580,17,,,emc auth mgr mnt entupg/ext 10m per/u 30-50u - aut0000050ue10,http://www.google.com/base/feeds/snippets/18420725313557569958
1581,15.58,,scratches is an atmospheric mystery adventure game for the pc brimming with eerie twists and terrifying surprises. set in and around a solitary victorian mansion concealing a terrible secret a long since forgotten story from the past emerges to ...,got game entertainment - exclusive - 00050 - scratches: directors cut,http://www.google.com/base/feeds/snippets/18420491833696681736
1582,79.95,,this software is designed for use with your garmin nuvi 350 gps. it translates english french german italian portuguese and spanish words and phrases into text and audible speech. users can get a spoken pronunciation of each entry inthe work ...,language guide for nuvi 350,http://www.google.com/base/feeds/snippets/18420557141798984679
1583,259.49,,tiv stor mgr v5.3.0 mp ml md pk,ibm/lotus bj0dsml tiv stor mgr v5.3.0 mp ml md pk,http://www.google.com/base/feeds/snippets/18418957604828821100
1584,42.6,csdc,x : reunion continues to lead the way in offering players the ultimate open ended game play experience backed by an addictive storyline and intense combat/trading action. utilising the 'x reality' engine x pushes the graphical boundary to movie ...,csdc x3mac x3: reunion - virtual programming ltd. mac 10.4 or later ub,http://www.google.com/base/feeds/snippets/18418631443367666576
1585,18,,,emc auth mgr mnt base 9x5 22m per/u 3505-5000 u - aut0005000bs22,http://www.google.com/base/feeds/snippets/18419613808425748891
1586,249.99,,for pc media format cd dramatica pro acts as your creative-writing partner. helps you solve the plots & character problems that prevent good stories from being sold assists you from the initial idea all the way through to the completed narrative ...,dramatica pro 4 for pc,http://www.google.com/base/feeds/snippets/18419564278412211145
1587,38,,,emc auth mgr mnt base 24x7 24m per/u 155-250u - aut0000250be24,http://www.google.com/base/feeds/snippets/18419506564197020157
1588,11.95,,third in this successful series of turn-based strategy games set in a fantasy universe. this game is premised on a conflict between the selentine empire and a mysterious alliance. many new spells units and hero-types have been added since the last ...,warlords iii - darklords rising,http://www.google.com/base/feeds/snippets/18417819850768172148
1589,39.69,,autocad 2007 coursewarecustomizing the interface,autocad 2007 coursewarecustomizing the interface,http://www.google.com/base/feeds/snippets/18417354130985846422
1590,390.1 gbp,,helps ensure files on local or remote servers are protected whilein use and are not skipped when running a backup job. the symantecbackup exec advanced open file option handles open files at thevolume level and is seamlessly integrated into backup ...,backup exec (v11d) for windows servers advanced open file option - symantec - 10,http://www.google.com/base/feeds/snippets/18418344557320745521
1591,37,,,panda software clientshield 2006 w/ truprevent 5-25 1yr - b1cs6a-gov,http://www.google.com/base/feeds/snippets/18418227076783326972
1592,1413.42 gbp,,small businesses are doing more with less in today's business environment. information technology (it) professionals can help small businesses do more by deploying windows small business server 2003 to provide security-enhanced reliable it ...,windows sbs cal 2003 20-clt addpak device cal - microsoft - t74-00003,http://www.google.com/base/feeds/snippets/18417940197818815384
1593,561.65,sonicwall,,sonicwall 01-ssc-2574,http://www.google.com/base/feeds/snippets/18417864141770237281
1594,840.97,,avid technology inc. 70102024701 : software avid liquid chrome xe - 70102024701,avid technology inc. 70102024701 - software avid liquid chrome xe,http://www.google.com/base/feeds/snippets/18416225624614818879
1595,90.24,microsoft,upg-v publisher 2007 win32,microsoft 164-04052,http://www.google.com/base/feeds/snippets/18416188802563653999
1596,7.95,eagle games,no other texas hold'em poker software lets you practice your tournament skills and experience what the pro's do as well as manage your local poker night no-limit holdem tournaments no other texas hold'em poker software lets you practice your ...,eagle games egl 150 tournament poker - no limit texas hold'em,http://www.google.com/base/feeds/snippets/18416093365515680633
1597,23.59,,1. step right up! 2. the carousel 3. hail to thee america! 4. brother john 5. good sounds 6. the cuckoo 7. money can't buy ev'rything! 8. ping-pong 9. grandpa's clock 10. when the saints go marching in 11. g's in the ?bag? 12. join the fun 13,phillip keveren shannon grama - 501926 - alfred's basic piano course for children lesson book 1b disk,http://www.google.com/base/feeds/snippets/18415931552775572953
1598,16,,,panda software govt truprevent corp 2001-3ku 2yr - b2prseh-gov,http://www.google.com/base/feeds/snippets/18415868157206410032
1599,54.68,emc,retrospect 7.5 prof win upg only pz24a0075,retrospect 7.5 prof win upg only pz24a0075,http://www.google.com/base/feeds/snippets/18415416380788323186
1600,176,,,hp control twr pk 1blade p-class lic - 412957-b21,http://www.google.com/base/feeds/snippets/18415362730463850497
1601,2798.97,,symantec 11281445 : symantec antivirus combines industry-leading real-time malware protection for desktops and servers with graphical web-based reporting and centralized management and administration capabilities. specifications : manufacturer : ...,symantec 11281445 - antivirus v.10.2 business pack - complete product - antivirus - 100 user - complete product - standard - pc- free shipping,http://www.google.com/base/feeds/snippets/18417395795614971102
1602,149.99,,the windows vista business operating system is designed to meet the needs of business organizations of all sizes. for small businesses windows vista business will help keep pcs running smoothly and more securely.,microsoft windows vista business - 32-bit oem,http://www.google.com/base/feeds/snippets/18416264451031093966
1603,174.99,,with the iriscard pro you can easily scan your business cards into ms outlook ms outlook express address book and palm desktop in 600 dpi color or grayscale. because the iriscard pro is a twain scanner you can also digitize your 4x6 pictures much,iriscard pro,http://www.google.com/base/feeds/snippets/18416260775952371893
1604,28,,,panda software ae bus sec ex truprevent 3001-5ku 3yr - b3pbsepri-edu,http://www.google.com/base/feeds/snippets/18414674514314244954
1605,184.5,,brand new factory sealed software or accessories from a pro merchant. over 1 million new and used books movies games software and cds available. in business since 1986. satisfaction guaranteed.we offer free shipping when you purchase five or ...,coreldraw graphics suite x3 upgrade windows,http://www.google.com/base/feeds/snippets/18414778073602422524
1606,34.95,,pianosoft. yamaha software for the disklavier. with disk. 5x5.5 inches. published by hal leonard. stevie wonder recorded his first song when he was only 13. since then this extremely talented musician has been a motown mainstay and a successful ...,the stevie wonder collection,http://www.google.com/base/feeds/snippets/18413398528673669489
1607,105.68,,computrace lojack for laptops is a software-enabled recovery service that allows law enforcement to recover stolen laptops. if your laptop is stolen and isn't recovered within 30 days we will refund your purchase of lojack for laptops.,absolute software - lfl-n2-48 - computrace lojack for laptops - 4 year license,http://www.google.com/base/feeds/snippets/18413484739795948632
1608,15,,,emc securid appl mnt - ent/ ext 7mo per u 1k5-15k - app0015000ee7,http://www.google.com/base/feeds/snippets/18413794555097402008
